z_m,initial_buoyancy_m_s-2,initial_passive_tracer,final_les_buoyancy_m_s-2,final_les_passive_tracer
-1.1100000000e+02,-4.1443063780e-04,7.8879027259e-03,-4.0070286904e-04,2.3995600833e+00
-1.0900000000e+02,-4.1043063773e-04,1.5752315360e-02,-3.9747794667e-04,2.5497138653e+00
-1.0700000000e+02,-4.0643063764e-04,2.5881792712e-02,-3.9509932903e-04,2.5655660729e+00
-1.0500000000e+02,-4.0243063752e-04,3.7743685604e-02,-3.9321127333e-04,2.5457198542e+00
-1.0300000000e+02,-3.9843063738e-04,5.0288337320e-02,-3.9164748561e-04,2.5179434388e+00
-1.0100000000e+02,-3.9443063719e-04,6.1974079223e-02,-3.9052379422e-04,2.4930662263e+00
-9.9000000000e+01,-3.9043063696e-04,7.1105484420e-02,-3.8966165400e-04,2.4703853609e+00
-9.7000000000e+01,-3.8643063665e-04,7.6062254465e-02,-3.8890916766e-04,2.4499939283e+00
-9.5000000000e+01,-3.8243063625e-04,7.6112124738e-02,-3.8833023530e-04,2.4301020299e+00
-9.3000000000e+01,-3.7843063575e-04,7.1069928925e-02,-3.8785118961e-04,2.4159413204e+00
-9.1000000000e+01,-3.7443063510e-04,6.1996098859e-02,-3.8743177481e-04,2.3932497328e+00
-8.9000000000e+01,-3.7043063426e-04,5.0284866495e-02,-3.8706221326e-04,2.3627139210e+00
-8.7000000000e+01,-3.6643063318e-04,3.7740612747e-02,-3.8675549746e-04,2.3390349771e+00
-8.5000000000e+01,-3.6243063181e-04,2.5879215807e-02,-3.8653636456e-04,2.3025644168e+00
-8.3000000000e+01,-3.5843063005e-04,1.5761236718e-02,-3.8634581998e-04,2.2637492896e+00
-8.1000000000e+01,-3.5443062778e-04,7.8680124279e-03,-3.8619177737e-04,2.2265279313e+00
-7.9000000000e+01,-3.5043062483e-04,2.2206870788e-03,-3.8605524774e-04,2.2001024672e+00
-7.7000000000e+01,-3.4643062113e-04,-1.5524666208e-03,-3.8593612254e-04,2.1879613866e+00
-7.5000000000e+01,-3.4243061629e-04,-3.8512520400e-03,-3.8583795896e-04,2.1736898545e+00
-7.3000000000e+01,-3.3843060998e-04,-5.1902373367e-03,-3.8578089542e-04,2.1530548189e+00
-7.1000000000e+01,-3.3077657514e-04,-5.8898974199e-03,-3.8571139911e-04,2.1369721384e+00
-6.9000000000e+01,-3.1077656513e-04,-6.2458680610e-03,-3.8568496415e-04,2.1215439680e+00
-6.7000000000e+01,-2.9077655177e-04,-6.4094841185e-03,-3.8567004202e-04,2.1107695441e+00
-6.5000000000e+01,-2.7077653513e-04,-6.4813473013e-03,-3.8569762499e-04,2.0978717089e+00
-6.3000000000e+01,-2.5077651331e-04,-6.5106924180e-03,-3.8566095004e-04,2.0879127474e+00
-6.1000000000e+01,-2.3077648524e-04,-6.5217427662e-03,-3.8566078330e-04,2.0798936140e+00
-5.9000000000e+01,-2.1077645131e-04,-6.5257872175e-03,-3.8566470054e-04,2.0702465838e+00
-5.7000000000e+01,-1.9077640504e-04,-6.5270868693e-03,-3.8566985402e-04,2.0626002542e+00
-5.5000000000e+01,-1.7077634558e-04,-6.5275102302e-03,-3.8568594093e-04,2.0605001061e+00
-5.3000000000e+01,-1.5077627121e-04,-6.5276322631e-03,-3.8574677618e-04,2.0548022009e+00
-5.1000000000e+01,-1.3077617558e-04,-6.5276662261e-03,-3.8582676188e-04,2.0496081143e+00
-4.9000000000e+01,-1.1077605259e-04,-6.5276751025e-03,-3.8589588974e-04,2.0487696018e+00
-4.7000000000e+01,-9.3999280880e-05,-6.5276771780e-03,-3.8595348199e-04,2.0460650788e+00
-4.5000000000e+01,-8.9999076302e-05,-6.5276776719e-03,-3.8605640324e-04,2.0405038765e+00
-4.3000000000e+01,-8.5998810784e-05,-6.5276777728e-03,-3.8617117711e-04,2.0421721808e+00
-4.1000000000e+01,-8.1998480865e-05,-6.5276777938e-03,-3.8632383769e-04,2.0453406337e+00
-3.9000000000e+01,-7.7998039413e-05,-6.5276777977e-03,-3.8647478381e-04,2.0391082997e+00
-3.7000000000e+01,-7.3997489677e-05,-6.5276777984e-03,-3.8664221114e-04,2.0342616860e+00
-3.5000000000e+01,-6.9996778638e-05,-6.5276777985e-03,-3.8679888286e-04,2.0308781799e+00
-3.3000000000e+01,-6.5995847556e-05,-6.5276777985e-03,-3.8696335372e-04,2.0324602619e+00
-3.1000000000e+01,-6.1994672904e-05,-6.5276777985e-03,-3.8711108912e-04,2.0328341306e+00
-2.9000000000e+01,-5.7993191288e-05,-6.5276777985e-03,-3.8730744871e-04,2.0336474563e+00
-2.7000000000e+01,-5.3991246607e-05,-6.5276777985e-03,-3.8753183111e-04,2.0359058539e+00
-2.5000000000e+01,-4.9988738004e-05,-6.5276777985e-03,-3.8777298675e-04,2.0406661984e+00
-2.3000000000e+01,-4.5985541933e-05,-6.5276777985e-03,-3.8799781563e-04,2.0495473401e+00
-2.1000000000e+01,-4.1981457879e-05,-6.5276777985e-03,-3.8830444649e-04,2.0543846797e+00
-1.9000000000e+01,-3.7976142763e-05,-6.5276777985e-03,-3.8863829938e-04,2.0549491912e+00
-1.7000000000e+01,-3.3969370696e-05,-6.5276777985e-03,-3.8897226154e-04,2.0522333230e+00
-1.5000000000e+01,-2.9960802051e-05,-6.5276777985e-03,-3.8943255132e-04,2.0519749462e+00
-1.3000000000e+01,-2.5949530620e-05,-6.5276777985e-03,-3.8982879768e-04,2.0522265042e+00
-1.1000000000e+01,-2.1935103527e-05,-6.5276777985e-03,-3.9029976667e-04,2.0492169704e+00
-9.0000000000e+00,-1.7916821234e-05,-6.5276777985e-03,-3.9079485396e-04,2.0487988431e+00
-7.0000000000e+00,-1.3893109104e-05,-6.5276777985e-03,-3.9155522732e-04,2.0564614516e+00
-5.0000000000e+00,-9.8631857765e-06,-6.5276777985e-03,-3.9289863607e-04,2.0641553012e+00
-3.0000000000e+00,-5.8240147272e-06,-6.5276777985e-03,-3.9406413708e-04,2.0636530040e+00
-1.0000000000e+00,-2.0705601200e-05,-6.5276777985e-03,-4.0581640465e-04,2.0529119466e+00
