z_m,initial_buoyancy_m_s-2,initial_passive_tracer,final_les_buoyancy_m_s-2,final_les_passive_tracer
-1.5900000000e+02,-5.1043063804e-04,-1.3055355597e-02,-5.1050069444e-04,-1.8799711968e+00
-1.5700000000e+02,-5.0643063804e-04,-1.3055355597e-02,-5.0647240902e-04,-1.8799710778e+00
-1.5500000000e+02,-5.0243063804e-04,-1.3055355597e-02,-5.0243553926e-04,-1.8799700219e+00
-1.5300000000e+02,-4.9843063803e-04,-1.3055355595e-02,-4.9840969042e-04,-1.8799660609e+00
-1.5100000000e+02,-4.9443063803e-04,-1.3055355588e-02,-4.9433148393e-04,-1.8799589127e+00
-1.4900000000e+02,-4.9043063803e-04,-1.3055355547e-02,-4.9023399913e-04,-1.8799314511e+00
-1.4700000000e+02,-4.8643063803e-04,-1.3055355344e-02,-4.8611473945e-04,-1.8798206232e+00
-1.4500000000e+02,-4.8243063803e-04,-1.3055354402e-02,-4.8201892015e-04,-1.8796580786e+00
-1.4300000000e+02,-4.7843063803e-04,-1.3055350183e-02,-4.7793340899e-04,-1.8788526542e+00
-1.4100000000e+02,-4.7443063803e-04,-1.3055332402e-02,-4.7393054905e-04,-1.8771834464e+00
-1.3900000000e+02,-4.7043063803e-04,-1.3055263025e-02,-4.6986591212e-04,-1.8721650628e+00
-1.3700000000e+02,-4.6643063803e-04,-1.3055011699e-02,-4.6572341745e-04,-1.8609592127e+00
-1.3500000000e+02,-4.6243063802e-04,-1.3054165938e-02,-4.6144441763e-04,-1.8398845505e+00
-1.3300000000e+02,-4.5843063802e-04,-1.3051518735e-02,-4.5708433002e-04,-1.8097441913e+00
-1.3100000000e+02,-4.5443063802e-04,-1.3043641744e-02,-4.5253249573e-04,-1.7599204003e+00
-1.2900000000e+02,-4.5043063801e-04,-1.3020964138e-02,-4.4768209996e-04,-1.6819629188e+00
-1.2700000000e+02,-4.4643063800e-04,-1.2962053894e-02,-4.4255230158e-04,-1.5655910368e+00
-1.2500000000e+02,-4.4243063799e-04,-1.2820103597e-02,-4.3746006782e-04,-1.3963956941e+00
-1.2300000000e+02,-4.3843063798e-04,-1.2489626094e-02,-4.3234942840e-04,-1.1450783566e+00
-1.2100000000e+02,-4.3443063797e-04,-1.1776992608e-02,-4.2693046030e-04,-7.7950510830e-01
-1.1900000000e+02,-4.3043063795e-04,-1.0370319250e-02,-4.2133776335e-04,-2.8653803460e-01
-1.1700000000e+02,-4.2643063792e-04,-7.7077375216e-03,-4.1630402580e-04,2.7341998743e-01
-1.1500000000e+02,-4.2243063789e-04,-3.0648184070e-03,-4.1161839468e-04,9.3033530452e-01
-1.1300000000e+02,-4.1843063785e-04,4.3772897946e-03,-4.0735944534e-04,1.5935865535e+00
-1.1100000000e+02,-4.1443063779e-04,1.5775805452e-02,-4.0361160755e-04,2.1532976462e+00
-1.0900000000e+02,-4.1043063773e-04,3.1504630720e-02,-4.0030944160e-04,2.5809259551e+00
-1.0700000000e+02,-4.0643063764e-04,5.1763585423e-02,-3.9756133759e-04,2.8115968338e+00
-1.0500000000e+02,-4.0243063753e-04,7.5487371209e-02,-3.9549441644e-04,2.9233116625e+00
-1.0300000000e+02,-3.9843063738e-04,1.0057667464e-01,-3.9376933465e-04,2.9579253708e+00
-1.0100000000e+02,-3.9443063719e-04,1.2394815845e-01,-3.9228942210e-04,2.9318864751e+00
-9.9000000000e+01,-3.9043063696e-04,1.4221096884e-01,-3.9108838932e-04,2.8786017048e+00
-9.7000000000e+01,-3.8643063664e-04,1.5212450893e-01,-3.9013593618e-04,2.8137680107e+00
-9.5000000000e+01,-3.8243063626e-04,1.5222424948e-01,-3.8941407995e-04,2.7495745837e+00
-9.3000000000e+01,-3.7843063574e-04,1.4213985785e-01,-3.8873347913e-04,2.6814390369e+00
-9.1000000000e+01,-3.7443063509e-04,1.2399219772e-01,-3.8803263569e-04,2.5999633797e+00
-8.9000000000e+01,-3.7043063425e-04,1.0056973299e-01,-3.8751587093e-04,2.5279131223e+00
-8.7000000000e+01,-3.6643063320e-04,7.5481225495e-02,-3.8710361380e-04,2.4558336130e+00
-8.5000000000e+01,-3.6243063181e-04,5.1758431614e-02,-3.8672548974e-04,2.3830622769e+00
-8.3000000000e+01,-3.5843063004e-04,3.1522473435e-02,-3.8641015569e-04,2.3242566729e+00
-8.1000000000e+01,-3.5443062779e-04,1.5736024856e-02,-3.8617441739e-04,2.2735529103e+00
-7.9000000000e+01,-3.5043062483e-04,4.4413741576e-03,-3.8597644078e-04,2.2197727857e+00
-7.7000000000e+01,-3.4643062113e-04,-3.1049332416e-03,-3.8573670812e-04,2.1758919374e+00
-7.5000000000e+01,-3.4243061631e-04,-7.7025040801e-03,-3.8559389073e-04,2.1340087584e+00
-7.3000000000e+01,-3.3843060997e-04,-1.0380474673e-02,-3.8538701518e-04,2.0899432059e+00
-7.1000000000e+01,-3.3077657497e-04,-1.1779794840e-02,-3.8520398229e-04,2.0590087354e+00
-6.9000000000e+01,-3.1077656482e-04,-1.2491736122e-02,-3.8505008343e-04,2.0292406001e+00
-6.7000000000e+01,-2.9077655176e-04,-1.2818968237e-02,-3.8490296303e-04,2.0007205904e+00
-6.5000000000e+01,-2.7077653506e-04,-1.2962694603e-02,-3.8484258771e-04,1.9863158619e+00
-6.3000000000e+01,-2.5077651344e-04,-1.3021384836e-02,-3.8484008390e-04,1.9787634920e+00
-6.1000000000e+01,-2.3077648585e-04,-1.3043485532e-02,-3.8487568409e-04,1.9765377793e+00
-5.9000000000e+01,-2.1077645012e-04,-1.3051574435e-02,-3.8487435763e-04,1.9697335983e+00
-5.7000000000e+01,-1.9077640439e-04,-1.3054173739e-02,-3.8490603362e-04,1.9635385716e+00
-5.5000000000e+01,-1.7077634606e-04,-1.3055020460e-02,-3.8490368007e-04,1.9590271147e+00
-5.3000000000e+01,-1.5077627176e-04,-1.3055264526e-02,-3.8489999030e-04,1.9497641191e+00
-5.1000000000e+01,-1.3077617369e-04,-1.3055332452e-02,-3.8492546174e-04,1.9403850359e+00
-4.9000000000e+01,-1.1077605093e-04,-1.3055350205e-02,-3.8498940954e-04,1.9405860876e+00
-4.7000000000e+01,-9.3999279149e-05,-1.3055354356e-02,-3.8496980818e-04,1.9543150648e+00
-4.5000000000e+01,-8.9999075520e-05,-1.3055355344e-02,-3.8500555747e-04,1.9516737092e+00
-4.3000000000e+01,-8.5998814014e-05,-1.3055355546e-02,-3.8506920621e-04,1.9556488911e+00
-4.1000000000e+01,-8.1998474013e-05,-1.3055355588e-02,-3.8518309028e-04,1.9571345592e+00
-3.9000000000e+01,-7.7998044889e-05,-1.3055355595e-02,-3.8533845075e-04,1.9615146496e+00
-3.7000000000e+01,-7.3997483861e-05,-1.3055355597e-02,-3.8551381869e-04,1.9658391222e+00
-3.5000000000e+01,-6.9996783246e-05,-1.3055355597e-02,-3.8564038472e-04,1.9623980226e+00
-3.3000000000e+01,-6.5995851490e-05,-1.3055355597e-02,-3.8574054579e-04,1.9504679197e+00
-3.1000000000e+01,-6.1994678850e-05,-1.3055355597e-02,-3.8589568051e-04,1.9601698199e+00
-2.9000000000e+01,-5.7993166773e-05,-1.3055355597e-02,-3.8621908085e-04,1.9718434622e+00
-2.7000000000e+01,-5.3991239083e-05,-1.3055355597e-02,-3.8657122935e-04,1.9742295313e+00
-2.5000000000e+01,-4.9988731921e-05,-1.3055355597e-02,-3.8693141934e-04,1.9772109561e+00
-2.3000000000e+01,-4.5985539592e-05,-1.3055355597e-02,-3.8722572625e-04,1.9729704760e+00
-2.1000000000e+01,-4.1981453547e-05,-1.3055355597e-02,-3.8750537847e-04,1.9683904343e+00
-1.9000000000e+01,-3.7976195523e-05,-1.3055355597e-02,-3.8786412729e-04,1.9749806323e+00
-1.7000000000e+01,-3.3969412700e-05,-1.3055355597e-02,-3.8825667730e-04,1.9840867676e+00
-1.5000000000e+01,-2.9960760170e-05,-1.3055355597e-02,-3.8873462064e-04,1.9971256330e+00
-1.3000000000e+01,-2.5949585916e-05,-1.3055355597e-02,-3.8933968800e-04,2.0139033306e+00
-1.1000000000e+01,-2.1935125578e-05,-1.3055355597e-02,-3.8992827123e-04,2.0254692454e+00
-9.0000000000e+00,-1.7916896134e-05,-1.3055355597e-02,-3.9081779524e-04,2.0407587965e+00
-7.0000000000e+00,-1.3893196926e-05,-1.3055355597e-02,-3.9211946943e-04,2.0640352332e+00
-5.0000000000e+00,-9.8628746033e-06,-1.3055355597e-02,-3.9444163032e-04,2.0775512004e+00
-3.0000000000e+00,-5.8223129210e-06,-1.3055355597e-02,-3.9679987875e-04,2.0831678234e+00
-1.0000000000e+00,-3.9777145863e-05,-1.3055355597e-02,-4.1619479279e-04,2.0735110630e+00
