z_m,initial_buoyancy_m_s-2,initial_passive_tracer,final_les_buoyancy_m_s-2,final_les_passive_tracer
-1.4900000000e+02,-4.9043063803e-04,-2.6110711094e-02,-4.9021373569e-04,-1.8798645420e+00
-1.4700000000e+02,-4.8643063803e-04,-2.6110710687e-02,-4.8612026016e-04,-1.8787913871e+00
-1.4500000000e+02,-4.8243063803e-04,-2.6110708803e-02,-4.8196247840e-04,-1.8753879404e+00
-1.4300000000e+02,-4.7843063803e-04,-2.6110700366e-02,-4.7775757705e-04,-1.8698842260e+00
-1.4100000000e+02,-4.7443063803e-04,-2.6110664804e-02,-4.7341289258e-04,-1.8590031426e+00
-1.3900000000e+02,-4.7043063803e-04,-2.6110526049e-02,-4.6895746100e-04,-1.8408470971e+00
-1.3700000000e+02,-4.6643063803e-04,-2.6110023398e-02,-4.6431854520e-04,-1.8111207908e+00
-1.3500000000e+02,-4.6243063802e-04,-2.6108331876e-02,-4.5961286515e-04,-1.7743367590e+00
-1.3300000000e+02,-4.5843063802e-04,-2.6103037470e-02,-4.5468822144e-04,-1.7243980330e+00
-1.3100000000e+02,-4.5443063802e-04,-2.6087283488e-02,-4.4958901103e-04,-1.6577313926e+00
-1.2900000000e+02,-4.5043063801e-04,-2.6041928275e-02,-4.4461416923e-04,-1.5705213974e+00
-1.2700000000e+02,-4.4643063800e-04,-2.5924107788e-02,-4.3986214195e-04,-1.4534843129e+00
-1.2500000000e+02,-4.4243063799e-04,-2.5640207194e-02,-4.3514795809e-04,-1.2858646383e+00
-1.2300000000e+02,-4.3843063798e-04,-2.4979252188e-02,-4.3045282745e-04,-1.0519335205e+00
-1.2100000000e+02,-4.3443063797e-04,-2.3553985215e-02,-4.2577500647e-04,-7.3284787666e-01
-1.1900000000e+02,-4.3043063795e-04,-2.0740638499e-02,-4.2122742116e-04,-3.0750089056e-01
-1.1700000000e+02,-4.2643063792e-04,-1.5415475043e-02,-4.1708485205e-04,1.6929682541e-01
-1.1500000000e+02,-4.2243063789e-04,-6.1296368140e-03,-4.1315668508e-04,6.5672465117e-01
-1.1300000000e+02,-4.1843063785e-04,8.7545795891e-03,-4.0957194851e-04,1.1198628614e+00
-1.1100000000e+02,-4.1443063779e-04,3.1551610904e-02,-4.0630623333e-04,1.5556467201e+00
-1.0900000000e+02,-4.1043063773e-04,6.3009261441e-02,-4.0325874246e-04,1.9988861186e+00
-1.0700000000e+02,-4.0643063764e-04,1.0352717085e-01,-4.0057876406e-04,2.3908443054e+00
-1.0500000000e+02,-4.0243063753e-04,1.5097474242e-01,-3.9815897149e-04,2.6652654703e+00
-1.0300000000e+02,-3.9843063738e-04,2.0115334928e-01,-3.9606331444e-04,2.8056934921e+00
-1.0100000000e+02,-3.9443063719e-04,2.4789631689e-01,-3.9457879579e-04,2.8623308021e+00
-9.9000000000e+01,-3.9043063696e-04,2.8442193768e-01,-3.9317310491e-04,2.8884934916e+00
-9.7000000000e+01,-3.8643063665e-04,3.0424901786e-01,-3.9189764271e-04,2.9148678571e+00
-9.5000000000e+01,-3.8243063626e-04,3.0444849895e-01,-3.9071185327e-04,2.8935598402e+00
-9.3000000000e+01,-3.7843063574e-04,2.8427971570e-01,-3.8961177709e-04,2.8265589466e+00
-9.1000000000e+01,-3.7443063509e-04,2.4798439544e-01,-3.8876560103e-04,2.7736140394e+00
-8.9000000000e+01,-3.7043063426e-04,2.0113946598e-01,-3.8798931689e-04,2.7144823367e+00
-8.7000000000e+01,-3.6643063319e-04,1.5096245099e-01,-3.8740775910e-04,2.6429298285e+00
-8.5000000000e+01,-3.6243063180e-04,1.0351686323e-01,-3.8672885254e-04,2.5821731626e+00
-8.3000000000e+01,-3.5843063004e-04,6.3044946870e-02,-3.8614062177e-04,2.5084498047e+00
-8.1000000000e+01,-3.5443062776e-04,3.1472049712e-02,-3.8564643537e-04,2.4325229276e+00
-7.9000000000e+01,-3.5043062483e-04,8.8827483151e-03,-3.8509507684e-04,2.3669061276e+00
-7.7000000000e+01,-3.4643062112e-04,-6.2098664833e-03,-3.8475383273e-04,2.3069925616e+00
-7.5000000000e+01,-3.4243061624e-04,-1.5405008160e-02,-3.8450024043e-04,2.2493774880e+00
-7.3000000000e+01,-3.3843060993e-04,-2.0760949347e-02,-3.8422427960e-04,2.2029000116e+00
-7.1000000000e+01,-3.3077657499e-04,-2.3559589680e-02,-3.8396338107e-04,2.1644594726e+00
-6.9000000000e+01,-3.1077656473e-04,-2.4983472244e-02,-3.8365616972e-04,2.1489146544e+00
-6.7000000000e+01,-2.9077655160e-04,-2.5637936474e-02,-3.8352297412e-04,2.1257014178e+00
-6.5000000000e+01,-2.7077653493e-04,-2.5925389205e-02,-3.8346557154e-04,2.1119947494e+00
-6.3000000000e+01,-2.5077651324e-04,-2.6042769672e-02,-3.8336819411e-04,2.0975851929e+00
-6.1000000000e+01,-2.3077648576e-04,-2.6086971065e-02,-3.8328932313e-04,2.0864614157e+00
-5.9000000000e+01,-2.1077645033e-04,-2.6103148870e-02,-3.8321378408e-04,2.0713362077e+00
-5.7000000000e+01,-1.9077640409e-04,-2.6108347477e-02,-3.8308593954e-04,2.0368711505e+00
-5.5000000000e+01,-1.7077634699e-04,-2.6110040921e-02,-3.8305929940e-04,2.0038947910e+00
-5.3000000000e+01,-1.5077627218e-04,-2.6110529053e-02,-3.8319460727e-04,1.9876804813e+00
-5.1000000000e+01,-1.3077617359e-04,-2.6110664904e-02,-3.8335028987e-04,1.9831897671e+00
-4.9000000000e+01,-1.1077605373e-04,-2.6110700410e-02,-3.8340575142e-04,1.9455468380e+00
-4.7000000000e+01,-9.3999280537e-05,-2.6110708712e-02,-3.8334131647e-04,1.9139370059e+00
-4.5000000000e+01,-8.9999076751e-05,-2.6110710688e-02,-3.8335372208e-04,1.8962688769e+00
-4.3000000000e+01,-8.5998815737e-05,-2.6110711091e-02,-3.8341098644e-04,1.8842642539e+00
-4.1000000000e+01,-8.1998473811e-05,-2.6110711175e-02,-3.8362457189e-04,1.8633417273e+00
-3.9000000000e+01,-7.7998041308e-05,-2.6110711191e-02,-3.8387114915e-04,1.8466240163e+00
-3.7000000000e+01,-7.3997489533e-05,-2.6110711194e-02,-3.8397560407e-04,1.8471950460e+00
-3.5000000000e+01,-6.9996777761e-05,-2.6110711194e-02,-3.8422159177e-04,1.8667836538e+00
-3.3000000000e+01,-6.5995854915e-05,-2.6110711194e-02,-3.8440213402e-04,1.8843235619e+00
-3.1000000000e+01,-6.1994673793e-05,-2.6110711194e-02,-3.8477472674e-04,1.8823384376e+00
-2.9000000000e+01,-5.7993177849e-05,-2.6110711194e-02,-3.8515588047e-04,1.8887160078e+00
-2.7000000000e+01,-5.3991230120e-05,-2.6110711194e-02,-3.8564406454e-04,1.8946060234e+00
-2.5000000000e+01,-4.9988757707e-05,-2.6110711194e-02,-3.8583484571e-04,1.8979417055e+00
-2.3000000000e+01,-4.5985533177e-05,-2.6110711194e-02,-3.8610700098e-04,1.9087726980e+00
-2.1000000000e+01,-4.1981452156e-05,-2.6110711194e-02,-3.8669175681e-04,1.9273622042e+00
-1.9000000000e+01,-3.7976114966e-05,-2.6110711194e-02,-3.8737839781e-04,1.9564062454e+00
-1.7000000000e+01,-3.3969388735e-05,-2.6110711194e-02,-3.8827481306e-04,1.9760089452e+00
-1.5000000000e+01,-2.9960833408e-05,-2.6110711194e-02,-3.8925784371e-04,1.9957641083e+00
-1.3000000000e+01,-2.5949555005e-05,-2.6110711194e-02,-3.9033651537e-04,2.0092082711e+00
-1.1000000000e+01,-2.1935145364e-05,-2.6110711194e-02,-3.9154959298e-04,2.0268763954e+00
-9.0000000000e+00,-1.7916751084e-05,-2.6110711194e-02,-3.9306957372e-04,2.0455938193e+00
-7.0000000000e+00,-1.3893255057e-05,-2.6110711194e-02,-3.9449359367e-04,2.0746404273e+00
-5.0000000000e+00,-9.8636009796e-06,-2.6110711194e-02,-3.9743993395e-04,2.1067497236e+00
-3.0000000000e+00,-5.8217459831e-06,-2.6110711194e-02,-4.0168092476e-04,2.1435442747e+00
-1.0000000000e+00,-7.8602900208e-05,-2.6110711194e-02,-4.3417848518e-04,2.1837409852e+00
