z_m,initial_buoyancy_m_s-2,initial_passive_tracer,final_les_buoyancy_m_s-2,final_les_passive_tracer
-1.3100000000e+02,-4.5443063802e-04,-3.2609104359e-03,-4.5088973714e-04,-1.1999253864e+00
-1.2900000000e+02,-4.5043063801e-04,-3.2552410344e-03,-4.4477871530e-04,-1.0307898646e+00
-1.2700000000e+02,-4.4643063800e-04,-3.2405134735e-03,-4.3835664502e-04,-7.8469410761e-01
-1.2500000000e+02,-4.4243063799e-04,-3.2050258993e-03,-4.3178358272e-04,-4.6150661701e-01
-1.2300000000e+02,-4.3843063798e-04,-3.1224065235e-03,-4.2567846433e-04,-9.3716486288e-02
-1.2100000000e+02,-4.3443063797e-04,-2.9442481519e-03,-4.2022525928e-04,2.8176776050e-01
-1.1900000000e+02,-4.3043063795e-04,-2.5925798124e-03,-4.1600117094e-04,6.0013843889e-01
-1.1700000000e+02,-4.2643063792e-04,-1.9269343804e-03,-4.1307694075e-04,8.2756618707e-01
-1.1500000000e+02,-4.2243063789e-04,-7.6620460175e-04,-4.1093755224e-04,9.9915820308e-01
-1.1300000000e+02,-4.1843063785e-04,1.0943224486e-03,-4.0934523401e-04,1.1292521861e+00
-1.1100000000e+02,-4.1443063779e-04,3.9439513630e-03,-4.0820773543e-04,1.2242675254e+00
-1.0900000000e+02,-4.1043063773e-04,7.8761576801e-03,-4.0736229340e-04,1.3013911074e+00
-1.0700000000e+02,-4.0643063764e-04,1.2940896356e-02,-4.0675247607e-04,1.3634421168e+00
-1.0500000000e+02,-4.0243063753e-04,1.8871842802e-02,-4.0628981678e-04,1.4120796889e+00
-1.0300000000e+02,-3.9843063738e-04,2.5144168660e-02,-4.0594294774e-04,1.4553627821e+00
-1.0100000000e+02,-3.9443063719e-04,3.0987039612e-02,-4.0563539331e-04,1.4918130180e+00
-9.9000000000e+01,-3.9043063696e-04,3.5552742210e-02,-4.0538366569e-04,1.5227935534e+00
-9.7000000000e+01,-3.8643063665e-04,3.8031127233e-02,-4.0515757327e-04,1.5462146743e+00
-9.5000000000e+01,-3.8243063626e-04,3.8056062369e-02,-4.0493381550e-04,1.5623318298e+00
-9.3000000000e+01,-3.7843063575e-04,3.5534964462e-02,-4.0475395922e-04,1.5732293289e+00
-9.1000000000e+01,-3.7443063510e-04,3.0998049429e-02,-4.0462392600e-04,1.5791022520e+00
-8.9000000000e+01,-3.7043063425e-04,2.5142433248e-02,-4.0450403335e-04,1.5825446168e+00
-8.7000000000e+01,-3.6643063320e-04,1.8870306374e-02,-4.0440999848e-04,1.5820061678e+00
-8.5000000000e+01,-3.6243063182e-04,1.2939607904e-02,-4.0434576168e-04,1.5789119963e+00
-8.3000000000e+01,-3.5843063005e-04,7.8806183588e-03,-4.0427919607e-04,1.5766484280e+00
-8.1000000000e+01,-3.5443062777e-04,3.9340062140e-03,-4.0423022244e-04,1.5733251272e+00
-7.9000000000e+01,-3.5043062486e-04,1.1103435394e-03,-4.0419641902e-04,1.5692795735e+00
-7.7000000000e+01,-3.4643062111e-04,-7.7623331041e-04,-4.0416170160e-04,1.5657338794e+00
-7.5000000000e+01,-3.4243061632e-04,-1.9256260200e-03,-4.0416898491e-04,1.5612223139e+00
-7.3000000000e+01,-3.3843061003e-04,-2.5951186683e-03,-4.0414696724e-04,1.5572734552e+00
-7.1000000000e+01,-3.3077657502e-04,-2.9449487100e-03,-4.0410399161e-04,1.5548083886e+00
-6.9000000000e+01,-3.1077656469e-04,-3.1229340305e-03,-4.0408908625e-04,1.5539568630e+00
-6.7000000000e+01,-2.9077655179e-04,-3.2047420593e-03,-4.0409478749e-04,1.5528473091e+00
-6.5000000000e+01,-2.7077653511e-04,-3.2406736506e-03,-4.0410765032e-04,1.5516139198e+00
-6.3000000000e+01,-2.5077651349e-04,-3.2553462090e-03,-4.0413565317e-04,1.5526083192e+00
-6.1000000000e+01,-2.3077648607e-04,-3.2608713831e-03,-4.0415934011e-04,1.5544824924e+00
-5.9000000000e+01,-2.1077645068e-04,-3.2628936087e-03,-4.0417092077e-04,1.5561894682e+00
-5.7000000000e+01,-1.9077640459e-04,-3.2635434347e-03,-4.0417406952e-04,1.5581119154e+00
-5.5000000000e+01,-1.7077634646e-04,-3.2637551151e-03,-4.0419135394e-04,1.5594200850e+00
-5.3000000000e+01,-1.5077627129e-04,-3.2638161316e-03,-4.0424745559e-04,1.5611207480e+00
-5.1000000000e+01,-1.3077617329e-04,-3.2638331130e-03,-4.0429906228e-04,1.5626670878e+00
-4.9000000000e+01,-1.1077605119e-04,-3.2638375512e-03,-4.0435482369e-04,1.5638211471e+00
-4.7000000000e+01,-9.3999281894e-05,-3.2638385890e-03,-4.0439168760e-04,1.5639760049e+00
-4.5000000000e+01,-8.9999072539e-05,-3.2638388359e-03,-4.0441303711e-04,1.5643877089e+00
-4.3000000000e+01,-8.5998811242e-05,-3.2638388864e-03,-4.0440949211e-04,1.5675469205e+00
-4.1000000000e+01,-8.1998476036e-05,-3.2638388969e-03,-4.0442837030e-04,1.5704045466e+00
-3.9000000000e+01,-7.7998043944e-05,-3.2638388989e-03,-4.0446533414e-04,1.5717571013e+00
-3.7000000000e+01,-7.3997488889e-05,-3.2638388992e-03,-4.0451234941e-04,1.5730671346e+00
-3.5000000000e+01,-6.9996781273e-05,-3.2638388992e-03,-4.0458943508e-04,1.5750809015e+00
-3.3000000000e+01,-6.5995859364e-05,-3.2638388993e-03,-4.0468948748e-04,1.5775438303e+00
-3.1000000000e+01,-6.1994684251e-05,-3.2638388993e-03,-4.0482829537e-04,1.5801574659e+00
-2.9000000000e+01,-5.7993162690e-05,-3.2638388993e-03,-4.0498451594e-04,1.5816831156e+00
-2.7000000000e+01,-5.3991217350e-05,-3.2638388993e-03,-4.0516845524e-04,1.5842241409e+00
-2.5000000000e+01,-4.9988784742e-05,-3.2638388993e-03,-4.0544324546e-04,1.5878373207e+00
-2.3000000000e+01,-4.5985546475e-05,-3.2638388993e-03,-4.0555700610e-04,1.5889055806e+00
-2.1000000000e+01,-4.1981450026e-05,-3.2638388993e-03,-4.0571812063e-04,1.5891816172e+00
-1.9000000000e+01,-3.7976249589e-05,-3.2638388993e-03,-4.0593801892e-04,1.5899802911e+00
-1.7000000000e+01,-3.3969330568e-05,-3.2638388993e-03,-4.0621830270e-04,1.5911552567e+00
-1.5000000000e+01,-2.9960728398e-05,-3.2638388993e-03,-4.0645826562e-04,1.5931322703e+00
-1.3000000000e+01,-2.5949396206e-05,-3.2638388993e-03,-4.0684733503e-04,1.5940494750e+00
-1.1000000000e+01,-2.1935207137e-05,-3.2638388993e-03,-4.0725756193e-04,1.5967763542e+00
-9.0000000000e+00,-1.7916916775e-05,-3.2638388993e-03,-4.0769478972e-04,1.6021125040e+00
-7.0000000000e+00,-1.3893124384e-05,-3.2638388993e-03,-4.0827075664e-04,1.6069803828e+00
-5.0000000000e+00,-9.8636151334e-06,-3.2638388993e-03,-4.0936422946e-04,1.6102851018e+00
-3.0000000000e+00,-5.8252772094e-06,-3.2638388993e-03,-4.1029548457e-04,1.6114614455e+00
-1.0000000000e+00,-1.5487145356e-05,-3.2638388993e-03,-4.1933700671e-04,1.6115403430e+00
