z_m,initial_u_m_s-1,initial_v_m_s-1,initial_buoyancy_m_s-2,initial_passive_tracer,final_les_u_m_s-1,final_les_v_m_s-1,final_les_buoyancy_m_s-2,final_les_passive_tracer
-1.9500000000e+02,2.9405542639e-15,1.3835845214e-14,-5.8243063804e-04,-2.6110711194e-02,-6.5613587227e-04,-1.8932455206e-04,-5.8279256510e-04,-1.8799712060e+00
-1.9300000000e+02,2.0812412390e-15,1.3813133127e-14,-5.7843063804e-04,-2.6110711194e-02,-6.6017315850e-04,-1.3621103161e-04,-5.7879230220e-04,-1.8799712060e+00
-1.9100000000e+02,1.1865519094e-15,1.3853675851e-14,-5.7443063803e-04,-2.6110711194e-02,-6.5314401985e-04,-7.7712104179e-05,-5.7477582977e-04,-1.8799712060e+00
-1.8900000000e+02,2.4539338211e-16,1.3979639678e-14,-5.7043063803e-04,-2.6110711194e-02,-6.3558984930e-04,-1.4945550038e-05,-5.7074363016e-04,-1.8799712060e+00
-1.8700000000e+02,-7.4744994399e-16,1.4195357154e-14,-5.6643063803e-04,-2.6110711194e-02,-6.1043645221e-04,5.0366466299e-05,-5.6669933305e-04,-1.8799712060e+00
-1.8500000000e+02,-1.8215436249e-15,1.4537830189e-14,-5.6243063803e-04,-2.6110711194e-02,-5.7853780364e-04,1.1761624387e-04,-5.6264276005e-04,-1.8799712060e+00
-1.8300000000e+02,-2.9791335588e-15,1.4995764897e-14,-5.5843063803e-04,-2.6110711194e-02,-5.4335377232e-04,1.8594685500e-04,-5.5857864828e-04,-1.8799712060e+00
-1.8100000000e+02,-4.2671985540e-15,1.5612456098e-14,-5.5443063803e-04,-2.6110711194e-02,-5.0691995687e-04,2.5581264384e-04,-5.5450868931e-04,-1.8799712060e+00
-1.7900000000e+02,-5.6894663363e-15,1.6372975707e-14,-5.5043063803e-04,-2.6110711194e-02,-4.7193906185e-04,3.2758976837e-04,-5.5043704665e-04,-1.8799712060e+00
-1.7700000000e+02,-7.3036001639e-15,1.7316298814e-14,-5.4643063803e-04,-2.6110711194e-02,-4.4129567485e-04,4.0241768941e-04,-5.4636724341e-04,-1.8799712060e+00
-1.7500000000e+02,-9.1295282970e-15,1.8438493638e-14,-5.4243063803e-04,-2.6110711194e-02,-4.1666284496e-04,4.8005674178e-04,-5.4230320523e-04,-1.8799712060e+00
-1.7300000000e+02,-1.1211264605e-14,1.9756353151e-14,-5.3843063803e-04,-2.6110711194e-02,-3.9958432134e-04,5.5943339799e-04,-5.3824816765e-04,-1.8799712059e+00
-1.7100000000e+02,-1.3621306275e-14,2.1300071580e-14,-5.3443063803e-04,-2.6110711194e-02,-3.9216040110e-04,6.3835980650e-04,-5.3420393301e-04,-1.8799712060e+00
-1.6900000000e+02,-1.6387864313e-14,2.3066885520e-14,-5.3043063803e-04,-2.6110711194e-02,-3.9476711517e-04,7.1498885278e-04,-5.3016722173e-04,-1.8799712058e+00
-1.6700000000e+02,-1.9574335214e-14,2.5076159139e-14,-5.2643063803e-04,-2.6110711194e-02,-4.0810015649e-04,7.8839774082e-04,-5.2613361711e-04,-1.8799712063e+00
-1.6500000000e+02,-2.3298492973e-14,2.7371009769e-14,-5.2243063803e-04,-2.6110711194e-02,-4.3294886643e-04,8.5905339817e-04,-5.2209841599e-04,-1.8799712031e+00
-1.6300000000e+02,-2.7610648871e-14,2.9954919108e-14,-5.1843063803e-04,-2.6110711194e-02,-4.6798779549e-04,9.2922968732e-04,-5.1806116618e-04,-1.8799711969e+00
-1.6100000000e+02,-3.2608167244e-14,3.2854292835e-14,-5.1443063803e-04,-2.6110711194e-02,-5.1282385523e-04,1.0004130376e-03,-5.1402387207e-04,-1.8799711477e+00
-1.5900000000e+02,-3.8406584999e-14,3.6100336772e-14,-5.1043063803e-04,-2.6110711194e-02,-5.6706046733e-04,1.0722779313e-03,-5.0998518139e-04,-1.8799707999e+00
-1.5700000000e+02,-4.5140629863e-14,3.9728699252e-14,-5.0643063803e-04,-2.6110711194e-02,-6.2991926559e-04,1.1428306927e-03,-5.0593869355e-04,-1.8799689197e+00
-1.5500000000e+02,-5.2967530313e-14,4.3780216830e-14,-5.0243063803e-04,-2.6110711194e-02,-6.9986585789e-04,1.2103690111e-03,-5.0187581567e-04,-1.8799618049e+00
-1.5300000000e+02,-6.2092686918e-14,4.8309284293e-14,-4.9843063803e-04,-2.6110711191e-02,-7.7371455723e-04,1.2766797635e-03,-4.9779422467e-04,-1.8799371105e+00
-1.5100000000e+02,-7.2706044012e-14,5.3360263715e-14,-4.9443063803e-04,-2.6110711175e-02,-8.5087467696e-04,1.3470061744e-03,-4.9369960111e-04,-1.8798359968e+00
-1.4900000000e+02,-8.5052791264e-14,5.8992954281e-14,-4.9043063803e-04,-2.6110711094e-02,-9.3781423068e-04,1.4222976181e-03,-4.8959384901e-04,-1.8794899761e+00
-1.4700000000e+02,-9.9423639418e-14,6.5277094829e-14,-4.8643063803e-04,-2.6110710687e-02,-1.0395310433e-03,1.5017189763e-03,-4.8546340094e-04,-1.8776295508e+00
-1.4500000000e+02,-1.1615922577e-13,7.2292702086e-14,-4.8243063802e-04,-2.6110708803e-02,-1.1828255888e-03,1.5850659131e-03,-4.8127936449e-04,-1.8707249308e+00
-1.4300000000e+02,-1.3570063544e-13,8.0143348717e-14,-4.7843063802e-04,-2.6110700366e-02,-1.4561403030e-03,1.6303707386e-03,-4.7684293368e-04,-1.8477215362e+00
-1.4100000000e+02,-1.5852872080e-13,8.8936317530e-14,-4.7443063802e-04,-2.6110664804e-02,-1.9417839372e-03,1.5977416241e-03,-4.7205116194e-04,-1.8011656036e+00
-1.3900000000e+02,-1.8519356307e-13,9.8790401524e-14,-4.7043063802e-04,-2.6110526049e-02,-2.7203468127e-03,1.4543960210e-03,-4.6685866070e-04,-1.7243548475e+00
-1.3700000000e+02,-2.1636024732e-13,1.0984726338e-13,-4.6643063802e-04,-2.6110023398e-02,-3.9539224515e-03,1.1708286031e-03,-4.6080561535e-04,-1.5974006699e+00
-1.3500000000e+02,-2.5281353442e-13,1.2227006192e-13,-4.6243063801e-04,-2.6108331876e-02,-5.9329191057e-03,5.7358250640e-04,-4.5331265214e-04,-1.4025636089e+00
-1.3300000000e+02,-2.9548058639e-13,1.3624624065e-13,-4.5843063801e-04,-2.6103037470e-02,-8.8410592341e-03,-5.3006529862e-04,-4.4418161238e-04,-1.1430235942e+00
-1.3100000000e+02,-3.4556453451e-13,1.5201744397e-13,-4.5443063800e-04,-2.6087283487e-02,-1.2743667652e-02,-2.0339934111e-03,-4.3268818074e-04,-8.2138242001e-01
-1.2900000000e+02,-4.0466588465e-13,1.6989979923e-13,-4.5043063799e-04,-2.6041928273e-02,-1.7567439014e-02,-4.2257328393e-03,-4.1968725892e-04,-4.6626593955e-01
-1.2700000000e+02,-4.7411437800e-13,1.9012705046e-13,-4.4643063799e-04,-2.5924107781e-02,-2.2867532714e-02,-7.0086104396e-03,-4.0522530082e-04,-9.6689131226e-02
-1.2500000000e+02,-5.5579415906e-13,2.1304131728e-13,-4.4243063797e-04,-2.5640207178e-02,-2.8734495533e-02,-1.0363166711e-02,-3.8992940875e-04,2.6567720783e-01
-1.2300000000e+02,-6.5255439186e-13,2.3916230577e-13,-4.3843063796e-04,-2.4979252152e-02,-3.4853659233e-02,-1.4409043339e-02,-3.7420592544e-04,6.1588220072e-01
-1.2100000000e+02,-7.6719159899e-13,2.6896051100e-13,-4.3443063794e-04,-2.3553985138e-02,-4.0976437754e-02,-1.8893755946e-02,-3.5869176615e-04,9.4748546529e-01
-1.1900000000e+02,-9.0265564772e-13,3.0290981286e-13,-4.3043063792e-04,-2.0740638349e-02,-4.6905887784e-02,-2.3431060879e-02,-3.4339290665e-04,1.2642216640e+00
-1.1700000000e+02,-1.0641557211e-12,3.4187195064e-13,-4.2643063789e-04,-1.5415474770e-02,-5.2640871018e-02,-2.8207106091e-02,-3.2903593435e-04,1.5585231162e+00
-1.1500000000e+02,-1.2565431784e-12,3.8658623821e-13,-4.2243063785e-04,-6.1296363599e-03,-5.7862375260e-02,-3.3268503406e-02,-3.1582605775e-04,1.8072787259e+00
-1.1300000000e+02,-1.4852013544e-12,4.3782137873e-13,-4.1843063781e-04,8.7545802770e-03,-6.2640176719e-02,-3.8258577852e-02,-3.0408959315e-04,2.0210361663e+00
-1.1100000000e+02,-1.7609304130e-12,4.9721345371e-13,-4.1443063775e-04,3.1551611845e-02,-6.6951809077e-02,-4.2800141363e-02,-2.9275184134e-04,2.2062896331e+00
-1.0900000000e+02,-2.0901487659e-12,5.6552894824e-13,-4.1043063768e-04,6.3009262582e-02,-7.1062699078e-02,-4.7370385545e-02,-2.8216298041e-04,2.3582623773e+00
-1.0700000000e+02,-2.4876073400e-12,6.4479324530e-13,-4.0643063758e-04,1.0352717202e-01,-7.4759228307e-02,-5.2030059648e-02,-2.7293802855e-04,2.4796358925e+00
-1.0500000000e+02,-2.9668717368e-12,7.3667314048e-13,-4.0243063746e-04,1.5097474332e-01,-7.8218352928e-02,-5.6258448884e-02,-2.6463420621e-04,2.5840764450e+00
-1.0300000000e+02,-3.5470373148e-12,8.4340169315e-13,-3.9843063731e-04,2.0115334954e-01,-8.1287091952e-02,-6.0419433127e-02,-2.5726359961e-04,2.6673602472e+00
-1.0100000000e+02,-4.2532446715e-12,9.6793939713e-13,-3.9443063711e-04,2.4789631612e-01,-8.3882660592e-02,-6.4517344313e-02,-2.5082057061e-04,2.7295190486e+00
-9.9000000000e+01,-5.1121138487e-12,1.1129632472e-12,-3.9043063686e-04,2.8442193564e-01,-8.6316656247e-02,-6.8329112979e-02,-2.4514321240e-04,2.7717092818e+00
-9.7000000000e+01,-6.1669178359e-12,1.2830380908e-12,-3.8643063653e-04,3.0424901458e-01,-8.8746626219e-02,-7.1627570183e-02,-2.4014889418e-04,2.7882448790e+00
-9.5000000000e+01,-7.4582816416e-12,1.4817623678e-12,-3.8243063613e-04,3.0444849477e-01,-9.0867233150e-02,-7.4631251194e-02,-2.3570169017e-04,2.7774260703e+00
-9.3000000000e+01,-9.0574303066e-12,1.7157974284e-12,-3.7843063560e-04,2.8427971127e-01,-9.2916709687e-02,-7.7531909753e-02,-2.3207404527e-04,2.7448395282e+00
-9.1000000000e+01,-1.1032320060e-11,1.9903052834e-12,-3.7443063493e-04,2.4798439151e-01,-9.4718763738e-02,-8.0438786003e-02,-2.2862342731e-04,2.6926054589e+00
-8.9000000000e+01,-1.3498637160e-11,2.3148336870e-12,-3.7043063406e-04,2.0113946323e-01,-9.6205262467e-02,-8.3339333400e-02,-2.2538006995e-04,2.6286863069e+00
-8.7000000000e+01,-1.6575628838e-11,2.6974691353e-12,-3.6643063297e-04,1.5096244980e-01,-9.7555733936e-02,-8.5922966403e-02,-2.2242482825e-04,2.5460901831e+00
-8.5000000000e+01,-2.0449881635e-11,3.1509396982e-12,-3.6243063154e-04,1.0351686364e-01,-9.8749306024e-02,-8.8584603034e-02,-2.1994252378e-04,2.4664258867e+00
-8.3000000000e+01,-2.5346057929e-11,3.6889168713e-12,-3.5843062973e-04,6.3044948570e-02,-9.9691818645e-02,-9.1301146262e-02,-2.1797422810e-04,2.3957484898e+00
-8.1000000000e+01,-3.1560966658e-11,4.3300939435e-12,-3.5443062740e-04,3.1472052208e-02,-1.0033821282e-01,-9.3659867626e-02,-2.1617532073e-04,2.3207182541e+00
-7.9000000000e+01,-3.9528219548e-11,5.0966387980e-12,-3.5043062442e-04,8.8827510726e-03,-1.0078174933e-01,-9.6028310923e-02,-2.1448921344e-04,2.2416719611e+00
-7.7000000000e+01,-4.9737950563e-11,6.0114257290e-12,-3.4643062062e-04,-6.2098638916e-03,-1.0107040374e-01,-9.8587584573e-02,-2.1293885143e-04,2.1660415542e+00
-7.5000000000e+01,-6.2877621339e-11,7.1196211754e-12,-3.4243060839e-04,-1.5405006005e-02,-1.0132574225e-01,-1.0115590922e-01,-2.1166825003e-04,2.0971619444e+00
-7.3000000000e+01,-7.8908603544e-11,8.4264579387e-12,-3.3843015568e-04,-2.0760947723e-02,-1.0162388170e-01,-1.0371383428e-01,-2.1043855203e-04,2.0383170793e+00
-7.1000000000e+01,-1.5281437807e-10,1.1422489559e-11,-3.3077663373e-04,-2.3559588559e-02,-1.0178839814e-01,-1.0593918632e-01,-2.0932899157e-04,1.9868026608e+00
-6.9000000000e+01,-2.0611066902e-10,1.3519811308e-11,-3.1077669034e-04,-2.4983471532e-02,-1.0165163738e-01,-1.0788678971e-01,-2.0837844305e-04,1.9365792704e+00
-6.7000000000e+01,-2.6527674696e-10,1.5735847424e-11,-2.9077654391e-04,-2.5637936052e-02,-1.0128413842e-01,-1.0980778877e-01,-2.0753736005e-04,1.8900744109e+00
-6.5000000000e+01,-3.4256116635e-10,1.8302075486e-11,-2.7077652536e-04,-2.5925388972e-02,-1.0075909481e-01,-1.1185961094e-01,-2.0683044935e-04,1.8521521300e+00
-6.3000000000e+01,-4.4594110656e-10,2.1414235152e-11,-2.5077650150e-04,-2.6042769552e-02,-1.0018670877e-01,-1.1380016712e-01,-2.0604183732e-04,1.8112258049e+00
-6.1000000000e+01,-5.8695126388e-10,2.5263645264e-11,-2.3077647039e-04,-2.6086971007e-02,-9.9545975219e-02,-1.1544543790e-01,-2.0545435813e-04,1.7786420064e+00
-5.9000000000e+01,-7.7832518995e-10,3.0082554149e-11,-2.1077643063e-04,-2.6103148844e-02,-9.8798868639e-02,-1.1691134325e-01,-2.0505144006e-04,1.7519745169e+00
-5.7000000000e+01,-1.0465896295e-09,3.6481212565e-11,-1.9077637860e-04,-2.6108347466e-02,-9.7689787851e-02,-1.1822662792e-01,-2.0461898915e-04,1.7242530031e+00
-5.5000000000e+01,-1.4199318356e-09,4.5022903316e-11,-1.7077631168e-04,-2.6110040916e-02,-9.6207535176e-02,-1.1974839113e-01,-2.0416356392e-04,1.6971779767e+00
-5.3000000000e+01,-1.9516486223e-09,5.7098915299e-11,-1.5077622647e-04,-2.6110529051e-02,-9.4835781959e-02,-1.2102285035e-01,-2.0369544631e-04,1.6680539517e+00
-5.1000000000e+01,-2.7194664044e-09,7.4929769901e-11,-1.3077613064e-04,-2.6110664904e-02,-9.3501457749e-02,-1.2251893178e-01,-2.0328618544e-04,1.6409966216e+00
-4.9000000000e+01,-3.8483242412e-09,1.0060890505e-10,-1.1077746209e-04,-2.6110700410e-02,-9.1993022987e-02,-1.2384094817e-01,-2.0307926823e-04,1.6226335754e+00
-4.7000000000e+01,-4.6723506166e-09,1.9868339752e-10,-9.3999850084e-05,-2.6110708712e-02,-9.0294132335e-02,-1.2471456046e-01,-2.0292893321e-04,1.6073206441e+00
-4.5000000000e+01,-6.6071169265e-09,3.1207896088e-10,-8.9998575329e-05,-2.6110710688e-02,-8.8419516897e-02,-1.2521469700e-01,-2.0283096658e-04,1.5965083491e+00
-4.3000000000e+01,-9.8857159584e-09,4.7395182870e-10,-8.5998771552e-05,-2.6110711091e-02,-8.6708261015e-02,-1.2589136993e-01,-2.0267122010e-04,1.5824665408e+00
-4.1000000000e+01,-1.5050810292e-08,7.3067259037e-10,-8.1998414837e-05,-2.6110711175e-02,-8.4928584747e-02,-1.2661362192e-01,-2.0249152858e-04,1.5684204712e+00
-3.9000000000e+01,-2.3284391230e-08,1.1388749489e-09,-7.7997962125e-05,-2.6110711191e-02,-8.2745399278e-02,-1.2720632313e-01,-2.0232985688e-04,1.5535176135e+00
-3.7000000000e+01,-3.6878522405e-08,1.8064499797e-09,-7.3997359044e-05,-2.6110711194e-02,-8.0233014089e-02,-1.2780786493e-01,-2.0226091375e-04,1.5425044688e+00
-3.5000000000e+01,-5.9330232953e-08,2.8746901263e-09,-6.9996585362e-05,-2.6110711194e-02,-7.7435312743e-02,-1.2827339365e-01,-2.0222658974e-04,1.5351154687e+00
-3.3000000000e+01,-9.8456632737e-08,4.6285357849e-09,-6.5995590241e-05,-2.6110711194e-02,-7.4266440236e-02,-1.2870222549e-01,-2.0214963055e-04,1.5274598309e+00
-3.1000000000e+01,-1.6735912644e-07,7.4408448431e-09,-6.1994285629e-05,-2.6110711194e-02,-7.0742439916e-02,-1.2912215961e-01,-2.0208727502e-04,1.5211053999e+00
-2.9000000000e+01,-2.9345777509e-07,1.2029325073e-08,-5.7992570755e-05,-2.6110711194e-02,-6.6770122167e-02,-1.2953266449e-01,-2.0210997055e-04,1.5181253535e+00
-2.7000000000e+01,-5.3800820959e-07,1.9387434499e-08,-5.3990250398e-05,-2.6110711194e-02,-6.2315972938e-02,-1.2977533691e-01,-2.0214114659e-04,1.5149066479e+00
-2.5000000000e+01,-1.0227462072e-06,3.1166431202e-08,-4.9987079581e-05,-2.6110711194e-02,-5.7763578925e-02,-1.3018618988e-01,-2.0217099574e-04,1.5126932677e+00
-2.3000000000e+01,-2.1027911667e-06,5.0765290986e-08,-4.5982566678e-05,-2.6110711194e-02,-5.2737466183e-02,-1.3044251855e-01,-2.0214182122e-04,1.5093346323e+00
-2.1000000000e+01,-4.7174149766e-06,9.2027708489e-08,-4.1975516266e-05,-2.6110711194e-02,-4.6752851185e-02,-1.3058828206e-01,-2.0215408631e-04,1.5083045873e+00
-1.9000000000e+01,-1.7930134233e-05,-2.5127949452e-07,-3.7953851199e-05,-2.6110711194e-02,-3.9657838199e-02,-1.3041201240e-01,-2.0212738612e-04,1.5067866272e+00
-1.7000000000e+01,-7.6785964170e-05,-3.0150278398e-06,-3.3882704676e-05,-2.6110711194e-02,-3.1942130229e-02,-1.3033600048e-01,-2.0210583598e-04,1.5029920226e+00
-1.5000000000e+01,-2.9261464502e-04,-1.4770910570e-05,-2.9663093465e-05,-2.6110711194e-02,-2.3575154480e-02,-1.3071697063e-01,-2.0213417070e-04,1.5027216498e+00
-1.3000000000e+01,-8.4334421283e-04,4.5250888087e-06,-2.5224779266e-05,-2.6110711194e-02,-1.3324804526e-02,-1.3162237825e-01,-2.0215740341e-04,1.5026172020e+00
-1.1000000000e+01,-1.4407749147e-03,9.0810565971e-05,-2.0649894110e-05,-2.6110711194e-02,-1.3280807166e-03,-1.3252848509e-01,-2.0218051620e-04,1.5013810724e+00
-9.0000000000e+00,-3.6060108553e-04,1.9060386679e-04,-1.6232887215e-05,-2.6110711194e-02,1.3411510539e-02,-1.3336536156e-01,-2.0218067244e-04,1.4997589799e+00
-7.0000000000e+00,6.2116364629e-03,-2.7610409339e-04,-1.2381820371e-05,-2.6110711194e-02,3.2333067274e-02,-1.3493900010e-01,-2.0218563051e-04,1.5006652583e+00
-5.0000000000e+00,2.3604479548e-02,-1.4015647696e-03,-9.3465775661e-06,-2.6110711194e-02,5.7842799367e-02,-1.3693115989e-01,-2.0222901535e-04,1.5041795987e+00
-3.0000000000e+00,6.4733757319e-02,-2.5625611602e-03,-7.4041851150e-06,-2.6110711194e-02,9.9602140169e-02,-1.3910794031e-01,-2.0228013680e-04,1.5061707229e+00
-1.0000000000e+00,1.6790555314e-01,-4.0108821602e-03,-6.3228771668e-06,-2.6110711194e-02,2.0417662510e-01,-1.4085179005e-01,-2.0223539245e-04,1.5022702974e+00
