z_m,initial_u_m_s-1,initial_v_m_s-1,initial_buoyancy_m_s-2,initial_passive_tracer,final_les_u_m_s-1,final_les_v_m_s-1,final_les_buoyancy_m_s-2,final_les_passive_tracer
-1.8700000000e+02,-1.3271487948e-13,4.4035846122e-14,-5.6643063803e-04,-5.2221422388e-02,-1.6735231404e-04,-5.2427454763e-04,-5.6632565681e-04,-1.8799712060e+00
-1.8500000000e+02,-1.4265817534e-13,4.6705781938e-14,-5.6243063803e-04,-5.2221422388e-02,-1.9542668823e-04,-4.9434291356e-04,-5.6227106035e-04,-1.8799712060e+00
-1.8300000000e+02,-1.5416637390e-13,4.9760221703e-14,-5.5843063803e-04,-5.2221422388e-02,-2.2387812927e-04,-4.6630966375e-04,-5.5821421988e-04,-1.8799712060e+00
-1.8100000000e+02,-1.6786588136e-13,5.3344672431e-14,-5.5443063803e-04,-5.2221422388e-02,-2.5303803965e-04,-4.4128976639e-04,-5.5415598638e-04,-1.8799712060e+00
-1.7900000000e+02,-1.8360569175e-13,5.7416140066e-14,-5.5043063803e-04,-5.2221422388e-02,-2.8305106103e-04,-4.1919346354e-04,-5.5009761098e-04,-1.8799712060e+00
-1.7700000000e+02,-2.0202646733e-13,6.2121085298e-14,-5.4643063803e-04,-5.2221422388e-02,-3.1442755064e-04,-4.0088431557e-04,-5.4603994838e-04,-1.8799712060e+00
-1.7500000000e+02,-2.2318115512e-13,6.7466584380e-14,-5.4243063803e-04,-5.2221422388e-02,-3.4744062788e-04,-3.8624305019e-04,-5.4198351320e-04,-1.8799712060e+00
-1.7300000000e+02,-2.4744663161e-13,7.3537142646e-14,-5.3843063803e-04,-5.2221422388e-02,-3.8253281043e-04,-3.7550678895e-04,-5.3792855727e-04,-1.8799712060e+00
-1.7100000000e+02,-2.7547759314e-13,8.0481985718e-14,-5.3443063803e-04,-5.2221422388e-02,-4.2039887407e-04,-3.6909431434e-04,-5.3387501862e-04,-1.8799712059e+00
-1.6900000000e+02,-3.0740691512e-13,8.8330265952e-14,-5.3043063803e-04,-5.2221422388e-02,-4.6134966578e-04,-3.6679004393e-04,-5.2982214774e-04,-1.8799712057e+00
-1.6700000000e+02,-3.4375973991e-13,9.7203329935e-14,-5.2643063803e-04,-5.2221422388e-02,-5.0596309293e-04,-3.6884392421e-04,-5.2576883341e-04,-1.8799712021e+00
-1.6500000000e+02,-3.8557862424e-13,1.0734409722e-13,-5.2243063803e-04,-5.2221422388e-02,-5.5537099779e-04,-3.7625668149e-04,-5.2171268150e-04,-1.8799711531e+00
-1.6300000000e+02,-4.3319677627e-13,1.1883300805e-13,-5.1843063803e-04,-5.2221422388e-02,-6.0966483235e-04,-3.8921029104e-04,-5.1765099725e-04,-1.8799704844e+00
-1.6100000000e+02,-4.8741534981e-13,1.3186104599e-13,-5.1443063802e-04,-5.2221422388e-02,-6.6846694693e-04,-4.0778343599e-04,-5.1358005295e-04,-1.8799647139e+00
-1.5900000000e+02,-5.4918851013e-13,1.4665748894e-13,-5.1043063802e-04,-5.2221422388e-02,-7.3199356025e-04,-4.3300722677e-04,-5.0949357467e-04,-1.8799124513e+00
-1.5700000000e+02,-6.1962750182e-13,1.6349151220e-13,-5.0643063802e-04,-5.2221422388e-02,-8.0031093929e-04,-4.6707352365e-04,-5.0537408370e-04,-1.8794405573e+00
-1.5500000000e+02,-7.0002724257e-13,1.8267933696e-13,-5.0243063802e-04,-5.2221422387e-02,-8.7139227514e-04,-5.2097812315e-04,-5.0120095973e-04,-1.8774134523e+00
-1.5300000000e+02,-7.9208995073e-13,2.0463847698e-13,-4.9843063802e-04,-5.2221422382e-02,-9.1539035608e-04,-6.5616106003e-04,-4.9680601476e-04,-1.8697749632e+00
-1.5100000000e+02,-8.9735236358e-13,2.2975259208e-13,-4.9443063802e-04,-5.2221422351e-02,-9.4377557686e-04,-8.4827159796e-04,-4.9240036890e-04,-1.8602189974e+00
-1.4900000000e+02,-1.0178172911e-12,2.5852233062e-13,-4.9043063801e-04,-5.2221422187e-02,-9.9338593309e-04,-1.0755903656e-03,-4.8794884435e-04,-1.8469510361e+00
-1.4700000000e+02,-1.1558536288e-12,2.9154347332e-13,-4.8643063801e-04,-5.2221421374e-02,-1.0811263073e-03,-1.4408688826e-03,-4.8340979392e-04,-1.8246705267e+00
-1.4500000000e+02,-1.3142288688e-12,3.2951702591e-13,-4.8243063801e-04,-5.2221417607e-02,-1.1522631087e-03,-1.9444823648e-03,-4.7854987209e-04,-1.7815443660e+00
-1.4300000000e+02,-1.4965293256e-12,3.7335453751e-13,-4.7843063801e-04,-5.2221400732e-02,-1.0085051437e-03,-2.8682285974e-03,-4.7260979326e-04,-1.6996309844e+00
-1.4100000000e+02,-1.7066330793e-12,4.2405230224e-13,-4.7443063800e-04,-5.2221329609e-02,-5.9811028675e-04,-4.4533394011e-03,-4.6534601568e-04,-1.5828886476e+00
-1.3900000000e+02,-1.9489563632e-12,4.8275276464e-13,-4.7043063800e-04,-5.2221052099e-02,-9.8764806451e-06,-6.6629060181e-03,-4.5707343479e-04,-1.4374824495e+00
-1.3700000000e+02,-2.2288334237e-12,5.5084305053e-13,-4.6643063799e-04,-5.2220046795e-02,6.3588452347e-04,-9.5057443724e-03,-4.4762062648e-04,-1.2504645984e+00
-1.3500000000e+02,-2.5525427376e-12,6.2996437912e-13,-4.6243063798e-04,-5.2216663751e-02,1.3816500308e-03,-1.3309323096e-02,-4.3688256651e-04,-1.0157289979e+00
-1.3300000000e+02,-2.9274822880e-12,7.2206270830e-13,-4.5843063798e-04,-5.2206074938e-02,2.3032637378e-03,-1.7925215046e-02,-4.2564666655e-04,-7.4923622937e-01
-1.3100000000e+02,-3.3632519571e-12,8.2966609793e-13,-4.5443063797e-04,-5.2174566970e-02,3.4294918228e-03,-2.3112344300e-02,-4.1359016165e-04,-4.5790700120e-01
-1.2900000000e+02,-3.8726165862e-12,9.5614957980e-13,-4.5043063796e-04,-5.2083856536e-02,4.5619217925e-03,-2.8826523498e-02,-4.0110658344e-04,-1.6702425937e-01
-1.2700000000e+02,-4.4660488999e-12,1.1043292412e-12,-4.4643063794e-04,-5.1848215538e-02,6.1167642723e-03,-3.4777026146e-02,-3.8821989596e-04,1.1806875247e-01
-1.2500000000e+02,-5.1584652916e-12,1.2781984963e-12,-4.4243063793e-04,-5.1280414297e-02,8.1858665348e-03,-4.0830553149e-02,-3.7520804354e-04,3.8496354157e-01
-1.2300000000e+02,-5.9724614296e-12,1.4837923295e-12,-4.3843063791e-04,-4.9958504167e-02,1.0155283072e-02,-4.7247042548e-02,-3.6307155263e-04,6.2170577366e-01
-1.2100000000e+02,-6.9300699776e-12,1.7270557602e-12,-4.3443063788e-04,-4.7107969982e-02,1.2035581807e-02,-5.3879037428e-02,-3.5124145918e-04,8.4749173394e-01
-1.1900000000e+02,-8.0544839490e-12,2.0142613097e-12,-4.3043063785e-04,-4.1481276119e-02,1.3777323884e-02,-6.0452192811e-02,-3.4009958425e-04,1.0689475916e+00
-1.1700000000e+02,-9.3867358178e-12,2.3564587855e-12,-4.2643063781e-04,-3.0830948479e-02,1.5321152770e-02,-6.7222975784e-02,-3.2886182755e-04,1.2946440145e+00
-1.1500000000e+02,-1.0964918364e-11,2.7639414748e-12,-4.2243063777e-04,-1.2259270931e-02,1.7065312109e-02,-7.4303324297e-02,-3.1815169716e-04,1.5177387612e+00
-1.1300000000e+02,-1.2831091944e-11,3.2481081408e-12,-4.1843063771e-04,1.7509163304e-02,1.8917802421e-02,-8.1321666369e-02,-3.0716286110e-04,1.7448202338e+00
-1.1100000000e+02,-1.5069904679e-11,3.8317251015e-12,-4.1443063764e-04,6.3103227517e-02,2.0819252360e-02,-8.8136971581e-02,-2.9717313728e-04,1.9458091304e+00
-1.0900000000e+02,-1.7731054184e-11,4.5282188161e-12,-4.1043063755e-04,1.2601852988e-01,2.2989815893e-02,-9.4931101810e-02,-2.8728529194e-04,2.1300490453e+00
-1.0700000000e+02,-2.0929451137e-11,5.3683555776e-12,-4.0643063744e-04,2.0705434898e-01,2.5473444511e-02,-1.0144926965e-01,-2.7818535274e-04,2.2957971904e+00
-1.0500000000e+02,-2.4770111386e-11,6.3802297825e-12,-4.0243063730e-04,3.0194949062e-01,2.7966227801e-02,-1.0761314895e-01,-2.7056856299e-04,2.4484663874e+00
-1.0300000000e+02,-2.9400192225e-11,7.6028488694e-12,-3.9843063712e-04,4.0230670043e-01,3.0083610811e-02,-1.1363431193e-01,-2.6356420202e-04,2.5710978273e+00
-1.0100000000e+02,-3.5013142041e-11,9.0873521997e-12,-3.9443063689e-04,4.9579262927e-01,3.1937655104e-02,-1.1929821481e-01,-2.5783393327e-04,2.6632520125e+00
-9.9000000000e+01,-4.1811430944e-11,1.0886527475e-11,-3.9043063661e-04,5.6884386282e-01,3.3709935889e-02,-1.2474733940e-01,-2.5247205051e-04,2.7329508960e+00
-9.7000000000e+01,-5.0125019966e-11,1.3086035768e-11,-3.8643063625e-04,6.0849801514e-01,3.5326783307e-02,-1.2969564044e-01,-2.4768039341e-04,2.7761574653e+00
-9.5000000000e+01,-6.0257882936e-11,1.5763285273e-11,-3.8243063579e-04,6.0889697136e-01,3.6961274139e-02,-1.3392389908e-01,-2.4332175754e-04,2.7880412805e+00
-9.3000000000e+01,-7.2749088176e-11,1.9055132358e-11,-3.7843063522e-04,5.6855940293e-01,3.8982431561e-02,-1.3743361561e-01,-2.3943391248e-04,2.7712082725e+00
-9.1000000000e+01,-8.8094576089e-11,2.3083855305e-11,-3.7443063448e-04,4.9596876528e-01,4.1049308575e-02,-1.4069151983e-01,-2.3624482377e-04,2.7305726006e+00
-8.9000000000e+01,-1.0715296625e-10,2.8061423327e-11,-3.7043063354e-04,4.0227891373e-01,4.2856306196e-02,-1.4379453635e-01,-2.3355086547e-04,2.6751336614e+00
-8.7000000000e+01,-1.3078747076e-10,3.4193284833e-11,-3.6643063233e-04,3.0192489377e-01,4.4269982500e-02,-1.4664356666e-01,-2.3075067367e-04,2.5989623691e+00
-8.5000000000e+01,-1.6035121716e-10,4.1797491102e-11,-3.6243063082e-04,2.0703372864e-01,4.5727681594e-02,-1.4992106709e-01,-2.2820991618e-04,2.5192263956e+00
-8.3000000000e+01,-1.9742276581e-10,5.1235698871e-11,-3.5843062887e-04,1.2608990449e-01,4.7284946945e-02,-1.5326425856e-01,-2.2565104835e-04,2.4331171521e+00
-8.1000000000e+01,-2.4411083693e-10,6.2980221623e-11,-3.5443062641e-04,6.2944115559e-02,4.9252393688e-02,-1.5652314040e-01,-2.2303326984e-04,2.3414472232e+00
-7.9000000000e+01,-3.0340862840e-10,7.7684646179e-11,-3.5043062323e-04,1.7765514634e-02,5.1504044320e-02,-1.5959696232e-01,-2.2079848844e-04,2.2604025757e+00
-7.7000000000e+01,-3.7862065748e-10,9.6024615664e-11,-3.4643061916e-04,-1.2419715941e-02,5.3538406146e-02,-1.6227797393e-01,-2.1878504821e-04,2.1806354445e+00
-7.5000000000e+01,-4.7482775537e-10,1.1937853694e-10,-3.4243060057e-04,-3.0810002112e-02,5.5692921661e-02,-1.6489163538e-01,-2.1677286730e-04,2.1039986798e+00
-7.3000000000e+01,-5.9328218605e-10,1.4959564778e-10,-3.3842972680e-04,-4.1521887967e-02,5.7859466523e-02,-1.6762781945e-01,-2.1508618685e-04,2.0392643699e+00
-7.1000000000e+01,-9.9670895279e-10,1.3691396763e-10,-3.3077664263e-04,-4.7119171952e-02,6.0214408627e-02,-1.7067631774e-01,-2.1381097678e-04,1.9806010973e+00
-6.9000000000e+01,-1.3199278663e-09,1.6487318032e-10,-3.1077679606e-04,-4.9966939785e-02,6.2733418585e-02,-1.7366186311e-01,-2.1280683988e-04,1.9335230426e+00
-6.7000000000e+01,-1.6925553330e-09,2.1316921311e-10,-2.9077652519e-04,-5.1275870169e-02,6.5188787845e-02,-1.7658670696e-01,-2.1184462433e-04,1.8933473728e+00
-6.5000000000e+01,-2.1786327745e-09,2.7784982219e-10,-2.7077650212e-04,-5.1850776880e-02,6.7299824369e-02,-1.7915062562e-01,-2.1077797647e-04,1.8504179498e+00
-6.3000000000e+01,-2.8252515772e-09,3.6327180372e-10,-2.5077647226e-04,-5.2085538559e-02,6.9683993434e-02,-1.8180258039e-01,-2.0984572099e-04,1.8138890181e+00
-6.1000000000e+01,-3.7006987733e-09,4.7745867116e-10,-2.3077643374e-04,-5.2173941750e-02,7.2211739315e-02,-1.8480143715e-01,-2.0882759018e-04,1.7777362548e+00
-5.9000000000e+01,-4.8809217403e-09,6.2883036255e-10,-2.1077638318e-04,-5.2206297570e-02,7.4790529413e-02,-1.8741727920e-01,-2.0790818870e-04,1.7444839879e+00
-5.7000000000e+01,-6.5213346839e-09,8.3414524977e-10,-1.9077631862e-04,-5.2216694881e-02,7.7200733457e-02,-1.9003329971e-01,-2.0711089476e-04,1.7157062867e+00
-5.5000000000e+01,-8.7867910140e-09,1.1098777515e-09,-1.7077623386e-04,-5.2220081813e-02,7.9620923862e-02,-1.9260693550e-01,-2.0649177428e-04,1.6903910550e+00
-5.3000000000e+01,-1.1986081661e-08,1.4860565583e-09,-1.5077612182e-04,-5.2221058094e-02,8.1806687895e-02,-1.9548176252e-01,-2.0605023450e-04,1.6697996204e+00
-5.1000000000e+01,-1.6564874712e-08,2.0021356809e-09,-1.3077600307e-04,-5.2221329805e-02,8.3966257086e-02,-1.9875513116e-01,-2.0575780888e-04,1.6527464086e+00
-4.9000000000e+01,-2.3227342767e-08,2.7046107695e-09,-1.1077849561e-04,-5.2221400818e-02,8.6491685442e-02,-2.0158241607e-01,-2.0537865485e-04,1.6335276834e+00
-4.7000000000e+01,-2.8923198294e-08,4.0527850287e-09,-9.4000894344e-05,-5.2221417424e-02,8.8963131037e-02,-2.0370697976e-01,-2.0496644360e-04,1.6153598017e+00
-4.5000000000e+01,-4.0557193311e-08,5.5427562923e-09,-8.9998176568e-05,-5.2221421375e-02,9.1397813210e-02,-2.0589468046e-01,-2.0455013683e-04,1.5968235226e+00
-4.3000000000e+01,-5.9641961583e-08,7.5276648120e-09,-8.5998684836e-05,-5.2221422183e-02,9.3973831124e-02,-2.0790372420e-01,-2.0405987167e-04,1.5769500292e+00
-4.1000000000e+01,-8.9321475624e-08,1.0336898740e-08,-8.1998282762e-05,-5.2221422350e-02,9.6609080324e-02,-2.1008914398e-01,-2.0363485720e-04,1.5592319416e+00
-3.9000000000e+01,-1.3613532898e-07,1.4388039981e-08,-7.7997769152e-05,-5.2221422382e-02,9.9310461081e-02,-2.1220135230e-01,-2.0324166501e-04,1.5412474429e+00
-3.7000000000e+01,-2.1292926307e-07,2.0450115389e-08,-7.3997090310e-05,-5.2221422387e-02,1.0281661337e-01,-2.1380682365e-01,-2.0295421341e-04,1.5256242561e+00
-3.5000000000e+01,-3.3964421034e-07,2.9581126234e-08,-6.9996195092e-05,-5.2221422388e-02,1.0683213230e-01,-2.1510500687e-01,-2.0271050550e-04,1.5134818402e+00
-3.3000000000e+01,-5.6254147692e-07,4.4040427889e-08,-6.5994952643e-05,-5.2221422388e-02,1.1113781989e-01,-2.1608255346e-01,-2.0257566538e-04,1.5018391747e+00
-3.1000000000e+01,-9.6803443213e-07,6.7523864522e-08,-6.1993286887e-05,-5.2221422388e-02,1.1570666925e-01,-2.1724972029e-01,-2.0244910945e-04,1.4931782943e+00
-2.9000000000e+01,-1.4645826822e-06,1.2512601527e-07,-5.7990132805e-05,-5.2221422388e-02,1.2036590490e-01,-2.1858352287e-01,-2.0231432881e-04,1.4865800840e+00
-2.7000000000e+01,-5.9581025350e-06,-1.0383912491e-07,-5.3983242636e-05,-5.2221422388e-02,1.2525008754e-01,-2.1951361331e-01,-2.0213245171e-04,1.4774731620e+00
-2.5000000000e+01,-1.1652326160e-05,-7.9355977043e-07,-4.9974552892e-05,-5.2221422388e-02,1.3078485353e-01,-2.2040805125e-01,-2.0196913641e-04,1.4680484177e+00
-2.3000000000e+01,-3.0395930950e-05,3.4380974403e-07,-4.5947418293e-05,-5.2221422388e-02,1.3769016055e-01,-2.2152363069e-01,-2.0175793739e-04,1.4575419793e+00
-2.1000000000e+01,-1.2481359719e-04,3.9344439519e-06,-4.1853477562e-05,-5.2221422388e-02,1.4596668301e-01,-2.2292510836e-01,-2.0161066466e-04,1.4484471261e+00
-1.9000000000e+01,-4.0252092566e-04,-3.5357321563e-06,-3.7635471766e-05,-5.2221422388e-02,1.5530472188e-01,-2.2430169453e-01,-2.0142514490e-04,1.4377564888e+00
-1.7000000000e+01,-1.0425956987e-03,-2.7032540627e-05,-3.3259138315e-05,-5.2221422388e-02,1.6607853532e-01,-2.2552214939e-01,-2.0130403039e-04,1.4308841696e+00
-1.5000000000e+01,-1.9056255321e-03,-2.5841973337e-05,-2.8777986285e-05,-5.2221422388e-02,1.7824745245e-01,-2.2715421044e-01,-2.0122196430e-04,1.4259333621e+00
-1.3000000000e+01,-2.3790503967e-03,-2.9001025160e-05,-2.4264153043e-05,-5.2221422388e-02,1.9198346582e-01,-2.2932127607e-01,-2.0119249803e-04,1.4223679521e+00
-1.1000000000e+01,-8.8737790849e-04,-1.5376923358e-04,-1.9832047671e-05,-5.2221422388e-02,2.0813118301e-01,-2.3264194034e-01,-2.0113130330e-04,1.4190069521e+00
-9.0000000000e+00,5.9920098985e-03,-4.6386403987e-04,-1.5730430392e-05,-5.2221422388e-02,2.2782996016e-01,-2.3662363551e-01,-2.0111097875e-04,1.4155129842e+00
-7.0000000000e+00,2.3352150910e-02,-1.1396778156e-03,-1.2408945185e-05,-5.2221422388e-02,2.5304051567e-01,-2.4033203737e-01,-2.0111376128e-04,1.4122628470e+00
-5.0000000000e+00,5.6069449258e-02,-2.1486951814e-03,-1.0109979295e-05,-5.2221422388e-02,2.8730382898e-01,-2.4335202407e-01,-2.0113499009e-04,1.4116319351e+00
-3.0000000000e+00,1.1132564365e-01,-3.7498571528e-03,-8.9098788029e-06,-5.2221422388e-02,3.4021062906e-01,-2.4608998156e-01,-2.0114104494e-04,1.4129517497e+00
-1.0000000000e+00,2.1932034798e-01,-4.7918317150e-03,-8.3118716536e-06,-5.2221422388e-02,4.5814685669e-01,-2.4536696491e-01,-2.0111172138e-04,1.4096132410e+00
