z_m,initial_u_m_s-1,initial_v_m_s-1,initial_buoyancy_m_s-2,initial_passive_tracer,final_les_u_m_s-1,final_les_v_m_s-1,final_les_buoyancy_m_s-2,final_les_passive_tracer
-1.6500000000e+02,-7.6602914254e-17,-2.2542653332e-17,-5.2243063804e-04,-6.5276777985e-03,3.3499411144e-04,3.1429363927e-04,-5.2265850186e-04,-1.8799712058e+00
-1.6300000000e+02,-7.9734949311e-17,-2.9566146438e-17,-5.1843063804e-04,-6.5276777985e-03,3.8643581189e-04,3.2985965747e-04,-5.1859841435e-04,-1.8799712070e+00
-1.6100000000e+02,-8.3951332739e-17,-3.7836619600e-17,-5.1443063804e-04,-6.5276777985e-03,4.0138478557e-04,3.1371113595e-04,-5.1455704648e-04,-1.8799712055e+00
-1.5900000000e+02,-8.9345054196e-17,-4.7491564451e-17,-5.1043063804e-04,-6.5276777985e-03,3.9442942115e-04,2.6844287115e-04,-5.1051458524e-04,-1.8799712064e+00
-1.5700000000e+02,-9.6052156836e-17,-5.8690420489e-17,-5.0643063804e-04,-6.5276777985e-03,3.3599766069e-04,2.3675746428e-04,-5.0647385993e-04,-1.8799712072e+00
-1.5500000000e+02,-1.0425513529e-16,-7.1616454160e-17,-5.0243063803e-04,-6.5276777984e-03,2.3822170946e-04,2.0650414099e-04,-5.0249730183e-04,-1.8799711895e+00
-1.5300000000e+02,-1.1422459068e-16,-8.6516657874e-17,-4.9843063803e-04,-6.5276777977e-03,1.5841844238e-04,2.1151341309e-04,-4.9844903448e-04,-1.8799711697e+00
-1.5100000000e+02,-1.2623625366e-16,-1.0359848822e-16,-4.9443063803e-04,-6.5276777939e-03,8.8221958632e-05,2.6839495411e-04,-4.9437653725e-04,-1.8799711235e+00
-1.4900000000e+02,-1.4068157654e-16,-1.2314475877e-16,-4.9043063803e-04,-6.5276777734e-03,1.1645829307e-05,3.3753182052e-04,-4.9025164393e-04,-1.8799706678e+00
-1.4700000000e+02,-1.5805525101e-16,-1.4548384187e-16,-4.8643063803e-04,-6.5276776718e-03,-7.2541147944e-05,3.7127697862e-04,-4.8611106479e-04,-1.8799682004e+00
-1.4500000000e+02,-1.7896476310e-16,-1.7099605450e-16,-4.8243063803e-04,-6.5276772009e-03,-8.2896351962e-05,3.8584591951e-04,-4.8198758649e-04,-1.8799532429e+00
-1.4300000000e+02,-2.0427145027e-16,-2.0018155917e-16,-4.7843063803e-04,-6.5276750915e-03,-4.9179185319e-05,4.3280750390e-04,-4.7803352296e-04,-1.8798940588e+00
-1.4100000000e+02,-2.3494809472e-16,-2.3357880582e-16,-4.7443063803e-04,-6.5276662011e-03,1.4058922292e-05,5.0334486176e-04,-4.7415048397e-04,-1.8796773315e+00
-1.3900000000e+02,-2.7218238370e-16,-2.7176761719e-16,-4.7043063803e-04,-6.5276315123e-03,5.6237189368e-05,6.1455194158e-04,-4.7026690624e-04,-1.8790393030e+00
-1.3700000000e+02,-3.1742882372e-16,-3.1547562187e-16,-4.6643063803e-04,-6.5275058494e-03,5.6029525256e-05,7.3445027698e-04,-4.6626027704e-04,-1.8771680534e+00
-1.3500000000e+02,-3.7264946980e-16,-3.6555472618e-16,-4.6243063802e-04,-6.5270829690e-03,1.7819052413e-05,8.4564053431e-04,-4.6222750411e-04,-1.8714666348e+00
-1.3300000000e+02,-4.4009465992e-16,-4.2295473491e-16,-4.5843063802e-04,-6.5257593675e-03,-5.1215254120e-05,9.2165433588e-04,-4.5830288633e-04,-1.8571143028e+00
-1.3100000000e+02,-5.2266669861e-16,-4.8895170855e-16,-4.5443063802e-04,-6.5218208719e-03,-1.1665459318e-04,1.0257478365e-03,-4.5432165064e-04,-1.8300149900e+00
-1.2900000000e+02,-6.2478189673e-16,-5.6523608597e-16,-4.5043063801e-04,-6.5104820687e-03,-1.8819820206e-04,1.2508803409e-03,-4.5030212636e-04,-1.7803643397e+00
-1.2700000000e+02,-7.5016249169e-16,-6.5317317406e-16,-4.4643063800e-04,-6.4810269469e-03,-3.2407332506e-04,1.4866219496e-03,-4.4622619947e-04,-1.6747288062e+00
-1.2500000000e+02,-9.0483337061e-16,-7.5459351195e-16,-4.4243063799e-04,-6.4100517984e-03,-5.5324603438e-04,1.7187415558e-03,-4.4200555328e-04,-1.4717989029e+00
-1.2300000000e+02,-1.0961631886e-15,-8.7236863262e-16,-4.3843063798e-04,-6.2448130466e-03,-9.0800488252e-04,1.8622024483e-03,-4.3756669873e-04,-1.1209523553e+00
-1.2100000000e+02,-1.3342154522e-15,-1.0093957476e-15,-4.3443063797e-04,-5.8884963029e-03,-1.4727659847e-03,1.9626624457e-03,-4.3281880128e-04,-5.5756936057e-01
-1.1900000000e+02,-1.6287590177e-15,-1.1683936977e-15,-4.3043063795e-04,-5.1851596232e-03,-2.3712149372e-03,2.0095868601e-03,-4.2730872673e-04,2.2517523846e-01
-1.1700000000e+02,-1.9971575909e-15,-1.3548894289e-15,-4.2643063792e-04,-3.8538687578e-03,-3.9347747616e-03,1.9882378022e-03,-4.2021474887e-04,1.1366822664e+00
-1.1500000000e+02,-2.4565969714e-15,-1.5730038264e-15,-4.2243063789e-04,-1.5324091984e-03,-6.5954251475e-03,1.6784459500e-03,-4.1035710101e-04,2.0929892178e+00
-1.1300000000e+02,-3.0284833176e-15,-1.8281317688e-15,-4.1843063785e-04,2.1886449049e-03,-1.0815313984e-02,8.6977309214e-04,-3.9563350317e-04,3.0511528093e+00
-1.1100000000e+02,-3.7526626921e-15,-2.1313054012e-15,-4.1443063779e-04,7.8879027364e-03,-1.7032450118e-02,-5.4740774498e-04,-3.7453165248e-04,3.8491428122e+00
-1.0900000000e+02,-4.6576821349e-15,-2.4866166411e-15,-4.1043063772e-04,1.5752315373e-02,-2.4903827963e-02,-2.2267298008e-03,-3.4783211225e-04,4.3230263100e+00
-1.0700000000e+02,-5.8045085318e-15,-2.9103608863e-15,-4.0643063764e-04,2.5881792724e-02,-3.3556852243e-02,-3.9400740870e-03,-3.1840505878e-04,4.4679989433e+00
-1.0500000000e+02,-7.2498887508e-15,-3.4137194824e-15,-4.0243063752e-04,3.7743685614e-02,-4.1898515937e-02,-5.7687025164e-03,-2.8991520045e-04,4.3895493841e+00
-1.0300000000e+02,-9.0885651413e-15,-4.0114296675e-15,-3.9843063738e-04,5.0288337323e-02,-4.9074434324e-02,-7.6677578771e-03,-2.6561086934e-04,4.1699481513e+00
-1.0100000000e+02,-1.1415558922e-14,-4.7281171330e-15,-3.9443063719e-04,6.1974079215e-02,-5.4655223427e-02,-9.6589481699e-03,-2.4577851090e-04,3.8730501539e+00
-9.9000000000e+01,-1.4394409108e-14,-5.6002923308e-15,-3.9043063695e-04,7.1105484398e-02,-5.8689063257e-02,-1.1992022446e-02,-2.2978573695e-04,3.5393981732e+00
-9.7000000000e+01,-1.8220865253e-14,-6.6494729724e-15,-3.8643063664e-04,7.6062254429e-02,-6.1263732951e-02,-1.4483008705e-02,-2.1847390830e-04,3.2426416158e+00
-9.5000000000e+01,-2.3097353657e-14,-7.9135004152e-15,-3.8243063624e-04,7.6112124692e-02,-6.2909599570e-02,-1.6828350906e-02,-2.1020981716e-04,2.9907554033e+00
-9.3000000000e+01,-2.9455276653e-14,-9.4786906552e-15,-3.7843063574e-04,7.1069928876e-02,-6.3733426841e-02,-1.9064540343e-02,-2.0454022982e-04,2.7899448657e+00
-9.1000000000e+01,-3.7633053644e-14,-1.1375411314e-14,-3.7443063509e-04,6.1996098816e-02,-6.4154861581e-02,-2.1221991660e-02,-2.0075636583e-04,2.6226203316e+00
-8.9000000000e+01,-4.8291155772e-14,-1.3699831526e-14,-3.7043063425e-04,5.0284866465e-02,-6.4166210052e-02,-2.3415561976e-02,-1.9810737889e-04,2.4848457051e+00
-8.7000000000e+01,-6.2225479441e-14,-1.6618320273e-14,-3.6643063318e-04,3.7740612735e-02,-6.4037810878e-02,-2.5502103809e-02,-1.9606527313e-04,2.3639824401e+00
-8.5000000000e+01,-8.0499283663e-14,-2.0310615558e-14,-3.6243063180e-04,2.5879215812e-02,-6.3700431116e-02,-2.7383885394e-02,-1.9448894855e-04,2.2596856984e+00
-8.3000000000e+01,-1.0457555021e-13,-2.4937118938e-14,-3.5843063003e-04,1.5761236737e-02,-6.3224353504e-02,-2.9067995170e-02,-1.9330632917e-04,2.1693207480e+00
-8.1000000000e+01,-1.3638048166e-13,-3.0651137726e-14,-3.5443062778e-04,7.8680124555e-03,-6.2675856051e-02,-3.0705883963e-02,-1.9236283554e-04,2.0928190264e+00
-7.9000000000e+01,-1.7881503694e-13,-3.8180206305e-14,-3.5043062484e-04,2.2206871089e-03,-6.2165844188e-02,-3.2380270279e-02,-1.9155987008e-04,2.0254419197e+00
-7.7000000000e+01,-2.3549507539e-13,-4.7613668691e-14,-3.4643062108e-04,-1.5524665927e-03,-6.1634620003e-02,-3.4222741475e-02,-1.9083857308e-04,1.9653672409e+00
-7.5000000000e+01,-3.1238495276e-13,-6.0195729417e-14,-3.4243061490e-04,-3.8512520168e-03,-6.1081464296e-02,-3.6043497596e-02,-1.9037609275e-04,1.9207720262e+00
-7.3000000000e+01,-4.2176355828e-13,-7.5662677005e-14,-3.3843052850e-04,-5.1902373193e-03,-6.0390924612e-02,-3.7558885579e-02,-1.8992251250e-04,1.8803763535e+00
-7.1000000000e+01,-3.3395520948e-13,-1.5163407159e-13,-3.3077658939e-04,-5.8898974081e-03,-5.9604935101e-02,-3.8785576884e-02,-1.8956211442e-04,1.8477418978e+00
-6.9000000000e+01,-4.1683466537e-13,-2.0508646853e-13,-3.1077658819e-04,-6.2458680535e-03,-5.8880443361e-02,-4.0112206227e-02,-1.8922644836e-04,1.8178501396e+00
-6.7000000000e+01,-5.9453444570e-13,-2.6313371407e-13,-2.9077655150e-04,-6.4094841142e-03,-5.8192958632e-02,-4.1455216850e-02,-1.8890033828e-04,1.7907146478e+00
-6.5000000000e+01,-8.5151877307e-13,-3.3906847256e-13,-2.7077653477e-04,-6.4813472989e-03,-5.7482840232e-02,-4.2726500518e-02,-1.8863120698e-04,1.7669275828e+00
-6.3000000000e+01,-1.2222803134e-12,-4.4084419012e-13,-2.5077651340e-04,-6.5106924168e-03,-5.6753926200e-02,-4.3749946779e-02,-1.8837867876e-04,1.7450267676e+00
-6.1000000000e+01,-1.7762003656e-12,-5.8881218534e-13,-2.3077648525e-04,-6.5217427656e-03,-5.6135777815e-02,-4.4673075890e-02,-1.8819425354e-04,1.7272132823e+00
-5.9000000000e+01,-2.5761210798e-12,-7.8847366946e-13,-2.1077644970e-04,-6.5257872172e-03,-5.5627363504e-02,-4.5788971459e-02,-1.8797453084e-04,1.7082502919e+00
-5.7000000000e+01,-3.7516604570e-12,-1.0733649738e-12,-1.9077640390e-04,-6.5270868692e-03,-5.5258231833e-02,-4.6706490966e-02,-1.8779986496e-04,1.6918912740e+00
-5.5000000000e+01,-5.4780465940e-12,-1.4910968615e-12,-1.7077634594e-04,-6.5275102302e-03,-5.4797159777e-02,-4.7272028214e-02,-1.8767962956e-04,1.6788196102e+00
-5.3000000000e+01,-8.0963272799e-12,-2.0731995698e-12,-1.5077626875e-04,-6.5276322631e-03,-5.4269055103e-02,-4.8034061971e-02,-1.8755191358e-04,1.6673440953e+00
-5.1000000000e+01,-1.2026169297e-11,-2.9598912714e-12,-1.3077617669e-04,-6.5276662261e-03,-5.3789980678e-02,-4.8865932030e-02,-1.8744488512e-04,1.6575731694e+00
-4.9000000000e+01,-1.7924316806e-11,-4.2670347179e-12,-1.1077629375e-04,-6.5276751025e-03,-5.3311776024e-02,-4.9561433263e-02,-1.8732017263e-04,1.6473094142e+00
-4.7000000000e+01,-3.2891158092e-11,-5.4555113137e-12,-9.3999321692e-05,-6.5276771780e-03,-5.2710275148e-02,-5.0069476029e-02,-1.8718741647e-04,1.6371039437e+00
-4.5000000000e+01,-5.1132996144e-11,-8.0252920073e-12,-8.9998994556e-05,-6.5276776719e-03,-5.1952019716e-02,-5.0535478322e-02,-1.8710700098e-04,1.6300315153e+00
-4.3000000000e+01,-7.8420426377e-11,-1.2372231814e-11,-8.5998813707e-05,-6.5276777728e-03,-5.0964477444e-02,-5.0873861099e-02,-1.8701173093e-04,1.6219164802e+00
-4.1000000000e+01,-1.2114469812e-10,-1.9180063195e-11,-8.1998471496e-05,-6.5276777938e-03,-4.9786554628e-02,-5.1209650609e-02,-1.8693639422e-04,1.6148339507e+00
-3.9000000000e+01,-1.8981820128e-10,-3.0794331164e-11,-7.7998042126e-05,-6.5276777977e-03,-4.8727903062e-02,-5.1318253717e-02,-1.8688688163e-04,1.6103545112e+00
-3.7000000000e+01,-3.0531775887e-10,-4.9747377089e-11,-7.3997476737e-05,-6.5276777984e-03,-4.7766022857e-02,-5.1589962128e-02,-1.8683348905e-04,1.6054171625e+00
-3.5000000000e+01,-4.9523009917e-10,-8.1639739987e-11,-6.9996776685e-05,-6.5276777985e-03,-4.6577149949e-02,-5.1999821174e-02,-1.8679788356e-04,1.6015817632e+00
-3.3000000000e+01,-8.3084364378e-10,-1.3603522375e-10,-6.5995847799e-05,-6.5276777985e-03,-4.5124186167e-02,-5.2482639857e-02,-1.8675565544e-04,1.5980686017e+00
-3.1000000000e+01,-1.4254572319e-09,-2.2974283036e-10,-6.1994673071e-05,-6.5276777985e-03,-4.3432732758e-02,-5.3002507282e-02,-1.8673153111e-04,1.5957854614e+00
-2.9000000000e+01,-2.4903169390e-09,-4.0004025393e-10,-5.7993170349e-05,-6.5276777985e-03,-4.1539513690e-02,-5.3580557991e-02,-1.8671260599e-04,1.5939709405e+00
-2.7000000000e+01,-4.5303609255e-09,-7.1090353543e-10,-5.3991194715e-05,-6.5276777985e-03,-3.9246191711e-02,-5.4191012206e-02,-1.8669425058e-04,1.5917750598e+00
-2.5000000000e+01,-8.4748525679e-09,-1.3310359855e-09,-4.9988690462e-05,-6.5276777985e-03,-3.6644830149e-02,-5.4676473270e-02,-1.8666674762e-04,1.5888099819e+00
-2.3000000000e+01,-1.6848053993e-08,-2.5353763842e-09,-4.5985523887e-05,-6.5276777985e-03,-3.3785393715e-02,-5.5300214618e-02,-1.8664577151e-04,1.5866664822e+00
-2.1000000000e+01,-3.5064942011e-08,-5.0426429243e-09,-4.1981296592e-05,-6.5276777985e-03,-3.0392882497e-02,-5.6099441554e-02,-1.8662543770e-04,1.5853050301e+00
-1.9000000000e+01,-7.7642553222e-08,-1.0637075179e-08,-3.7975930770e-05,-6.5276777985e-03,-2.6794714103e-02,-5.6906771825e-02,-1.8662112887e-04,1.5845887369e+00
-1.7000000000e+01,-1.8982803791e-07,-2.4431151191e-08,-3.3969068151e-05,-6.5276777985e-03,-2.3058807775e-02,-5.7734635835e-02,-1.8661017129e-04,1.5837481674e+00
-1.5000000000e+01,-5.0373673336e-07,-6.0548310174e-08,-2.9959958704e-05,-6.5276777985e-03,-1.8818390274e-02,-5.8421793345e-02,-1.8659710466e-04,1.5825951419e+00
-1.3000000000e+01,-1.6273800298e-06,-1.7208179827e-07,-2.5947822216e-05,-6.5276777985e-03,-1.3617038381e-02,-5.9032217929e-02,-1.8659051806e-04,1.5820507180e+00
-1.1000000000e+01,-6.6599254447e-06,-5.4814592809e-07,-2.1929833214e-05,-6.5276777985e-03,-6.9484146330e-03,-6.0232415409e-02,-1.8657904464e-04,1.5807402635e+00
-9.0000000000e+00,-2.8076993821e-05,-1.5783631205e-06,-1.7878375816e-05,-6.5276777985e-03,1.5431881435e-03,-6.1836813977e-02,-1.8656997788e-04,1.5801181463e+00
-7.0000000000e+00,8.6653457161e-04,2.1294576922e-05,-1.3446698997e-05,-6.5276777985e-03,1.2579477441e-02,-6.3168639154e-02,-1.8656717202e-04,1.5801424446e+00
-5.0000000000e+00,6.2814613953e-03,2.4330361228e-04,-8.8932879942e-06,-6.5276777985e-03,2.8195665077e-02,-6.4345760656e-02,-1.8657116172e-04,1.5809563069e+00
-3.0000000000e+00,2.4822205300e-02,-5.4945703283e-04,-5.6038407055e-06,-6.5276777985e-03,5.5925619708e-02,-6.5408661397e-02,-1.8659082238e-04,1.5827028635e+00
-1.0000000000e+00,9.1741560795e-02,-3.7751679525e-03,-3.4983615866e-06,-6.5276777985e-03,1.3941416529e-01,-6.7897606380e-02,-1.8663110792e-04,1.5858626678e+00
