z_m,initial_u_m_s-1,initial_v_m_s-1,initial_buoyancy_m_s-2,initial_passive_tracer,final_les_u_m_s-1,final_les_v_m_s-1,final_les_buoyancy_m_s-2,final_les_passive_tracer
-2.0100000000e+02,-6.7193100787e-17,1.4981808984e-17,-5.9443063804e-04,-3.2638388993e-03,-2.1719577807e-04,-2.3098557512e-04,-5.9464783587e-04,-1.4099784045e+00
-1.9900000000e+02,-6.1791293696e-17,1.5471828960e-17,-5.9043063804e-04,-3.2638388993e-03,-2.4409505314e-04,-2.1996762101e-04,-5.9072622666e-04,-1.4099784045e+00
-1.9700000000e+02,-5.6297227673e-17,1.5923367975e-17,-5.8643063804e-04,-3.2638388993e-03,-2.7155698627e-04,-2.0647811019e-04,-5.8681614450e-04,-1.4099784045e+00
-1.9500000000e+02,-5.0806502675e-17,1.6317689466e-17,-5.8243063804e-04,-3.2638388993e-03,-2.9986930771e-04,-1.9279363721e-04,-5.8289463625e-04,-1.4099784045e+00
-1.9300000000e+02,-4.5395553141e-17,1.6653940999e-17,-5.7843063804e-04,-3.2638388993e-03,-3.2242340662e-04,-1.7980149644e-04,-5.7894752318e-04,-1.4099784045e+00
-1.9100000000e+02,-4.0129081881e-17,1.6917804779e-17,-5.7443063804e-04,-3.2638388993e-03,-3.2807044133e-04,-1.6888830145e-04,-5.7497788830e-04,-1.4099784045e+00
-1.8900000000e+02,-3.5063680960e-17,1.7093430011e-17,-5.7043063804e-04,-3.2638388993e-03,-3.1692161912e-04,-1.5895711725e-04,-5.7099575332e-04,-1.4099784045e+00
-1.8700000000e+02,-3.0200584810e-17,1.7181304886e-17,-5.6643063804e-04,-3.2638388993e-03,-3.0344425104e-04,-1.4483118082e-04,-5.6702697242e-04,-1.4099784045e+00
-1.8500000000e+02,-2.5597432063e-17,1.7148135000e-17,-5.6243063804e-04,-3.2638388993e-03,-2.8964326964e-04,-1.3222334470e-04,-5.6306993410e-04,-1.4099784045e+00
-1.8300000000e+02,-2.1202139588e-17,1.7004855384e-17,-5.5843063804e-04,-3.2638388993e-03,-2.6218631589e-04,-1.3087978885e-04,-5.5912749755e-04,-1.4099784045e+00
-1.8100000000e+02,-1.7046492527e-17,1.6707423559e-17,-5.5443063804e-04,-3.2638388993e-03,-2.1200439614e-04,-1.4865542968e-04,-5.5516127701e-04,-1.4099784045e+00
-1.7900000000e+02,-1.3062832295e-17,1.6265889803e-17,-5.5043063804e-04,-3.2638388993e-03,-1.6238863352e-04,-1.6723012834e-04,-5.5117675090e-04,-1.4099784045e+00
-1.7700000000e+02,-9.2416418273e-18,1.5633581982e-17,-5.4643063804e-04,-3.2638388993e-03,-1.2362754353e-04,-1.8775857039e-04,-5.4715912502e-04,-1.4099784045e+00
-1.7500000000e+02,-5.5196415598e-18,1.4804520174e-17,-5.4243063804e-04,-3.2638388993e-03,-1.0012574638e-04,-2.2674837688e-04,-5.4310545771e-04,-1.4099784045e+00
-1.7300000000e+02,-1.8495327972e-18,1.3748856481e-17,-5.3843063804e-04,-3.2638388993e-03,-1.0080914522e-04,-2.9295191388e-04,-5.3905894014e-04,-1.4099784045e+00
-1.7100000000e+02,1.8331940201e-18,1.2414657513e-17,-5.3443063804e-04,-3.2638388993e-03,-1.1812777621e-04,-3.6513666973e-04,-5.3505074043e-04,-1.4099784045e+00
-1.6900000000e+02,5.5917380575e-18,1.0787773024e-17,-5.3043063804e-04,-3.2638388993e-03,-1.4077616902e-04,-4.0066940045e-04,-5.3101769840e-04,-1.4099784045e+00
-1.6700000000e+02,9.4906985305e-18,8.8242184580e-18,-5.2643063804e-04,-3.2638388993e-03,-1.4035845306e-04,-4.0579265607e-04,-5.2696422608e-04,-1.4099784045e+00
-1.6500000000e+02,1.3624046200e-17,6.4385060228e-18,-5.2243063804e-04,-3.2638388993e-03,-1.5915645710e-04,-4.1944030530e-04,-5.2286517922e-04,-1.4099784043e+00
-1.6300000000e+02,1.8056446118e-17,3.5985637262e-18,-5.1843063804e-04,-3.2638388993e-03,-2.0081325012e-04,-4.3737223415e-04,-5.1881779674e-04,-1.4099784044e+00
-1.6100000000e+02,2.2867067860e-17,2.3597600453e-19,-5.1443063804e-04,-3.2638388993e-03,-2.7259792233e-04,-4.5690808947e-04,-5.1480283927e-04,-1.4099784052e+00
-1.5900000000e+02,2.8141378295e-17,-3.7302543646e-18,-5.1043063804e-04,-3.2638388993e-03,-3.5973896866e-04,-4.6808833462e-04,-5.1073923937e-04,-1.4099784037e+00
-1.5700000000e+02,3.3968883386e-17,-8.3951238200e-18,-5.0643063804e-04,-3.2638388992e-03,-3.8949411386e-04,-4.0985895865e-04,-5.0667803684e-04,-1.4099784062e+00
-1.5500000000e+02,4.0444600456e-17,-1.3868262550e-17,-5.0243063804e-04,-3.2638388992e-03,-3.4283117610e-04,-3.1605030660e-04,-5.0256852128e-04,-1.4099784055e+00
-1.5300000000e+02,4.7678251067e-17,-2.0292725326e-17,-4.9843063803e-04,-3.2638388989e-03,-2.1822368910e-04,-2.2648004513e-04,-4.9851508127e-04,-1.4099784032e+00
-1.5100000000e+02,5.5759616477e-17,-2.7796052653e-17,-4.9443063803e-04,-3.2638388969e-03,-9.7326526854e-05,-2.1754786420e-04,-4.9441654519e-04,-1.4099783856e+00
-1.4900000000e+02,6.4796040051e-17,-3.6545017977e-17,-4.9043063803e-04,-3.2638388867e-03,-5.4419170630e-06,-2.4167873922e-04,-4.9032133331e-04,-1.4099782699e+00
-1.4700000000e+02,7.4884285099e-17,-4.6734331465e-17,-4.8643063803e-04,-3.2638388359e-03,3.1254484597e-05,-3.2934890836e-04,-4.8640184563e-04,-1.4099779065e+00
-1.4500000000e+02,8.6153703020e-17,-5.8581327541e-17,-4.8243063803e-04,-3.2638386004e-03,-6.5491533694e-05,-4.7439676000e-04,-4.8246033351e-04,-1.4099764747e+00
-1.4300000000e+02,9.8714346344e-17,-7.2384311834e-17,-4.7843063803e-04,-3.2638375458e-03,-1.8496723811e-04,-5.9350146389e-04,-4.7845231547e-04,-1.4099653355e+00
-1.4100000000e+02,1.1269105669e-16,-8.8438338886e-17,-4.7443063803e-04,-3.2638331005e-03,-1.5137268364e-04,-5.4453254762e-04,-4.7439419606e-04,-1.4099144490e+00
-1.3900000000e+02,1.2818629998e-16,-1.0709309061e-16,-4.7043063803e-04,-3.2638157562e-03,1.3603394491e-05,-3.2167949973e-04,-4.7039197085e-04,-1.4097138291e+00
-1.3700000000e+02,1.4528679116e-16,-1.2874787422e-16,-4.6643063803e-04,-3.2637529247e-03,1.0936611697e-04,-2.0062431430e-04,-4.6637006812e-04,-1.4087071696e+00
-1.3500000000e+02,1.6408498610e-16,-1.5390348768e-16,-4.6243063802e-04,-3.2635414845e-03,1.8023118804e-04,-2.6051322038e-04,-4.6221615426e-04,-1.4045276600e+00
-1.3300000000e+02,1.8462849219e-16,-1.8308102942e-16,-4.5843063802e-04,-3.2628796837e-03,1.5478075444e-04,-3.5187709047e-04,-4.5797639894e-04,-1.3924282888e+00
-1.3100000000e+02,2.0696769130e-16,-2.1699946975e-16,-4.5443063802e-04,-3.2609104359e-03,8.8613340168e-05,-2.3733161170e-04,-4.5388137479e-04,-1.3629679858e+00
-1.2900000000e+02,2.3109693241e-16,-2.5661695967e-16,-4.5043063801e-04,-3.2552410344e-03,1.2975523186e-04,1.4202081197e-04,-4.4995718294e-04,-1.3008710991e+00
-1.2700000000e+02,2.5688047869e-16,-3.0260090525e-16,-4.4643063800e-04,-3.2405134735e-03,3.5345064563e-04,6.4900417712e-04,-4.4605191763e-04,-1.1763405536e+00
-1.2500000000e+02,2.8405104081e-16,-3.5609217934e-16,-4.4243063799e-04,-3.2050258993e-03,7.8368153355e-04,1.0777763173e-03,-4.4205716241e-04,-9.5565205243e-01
-1.2300000000e+02,3.1211842208e-16,-4.1856115713e-16,-4.3843063798e-04,-3.1224065235e-03,1.3370376863e-03,1.2963937585e-03,-4.3770246379e-04,-6.1958049902e-01
-1.2100000000e+02,3.4089400359e-16,-4.9165352319e-16,-4.3443063797e-04,-2.9442481518e-03,1.7831689661e-03,1.3599353312e-03,-4.3207675797e-04,-1.9380437195e-01
-1.1900000000e+02,3.6877021921e-16,-5.7683202497e-16,-4.3043063795e-04,-2.5925798123e-03,1.8534188324e-03,1.3484726796e-03,-4.2334760809e-04,2.8611130618e-01
-1.1700000000e+02,3.9507067595e-16,-6.7669250521e-16,-4.2643063792e-04,-1.9269343801e-03,1.3641947471e-03,1.5567528558e-03,-4.0875324503e-04,7.8606514051e-01
-1.1500000000e+02,4.1731761828e-16,-7.9393605737e-16,-4.2243063789e-04,-7.6620460127e-04,4.1557792730e-04,2.4885689468e-03,-3.8436689718e-04,1.2526342356e+00
-1.1300000000e+02,4.3321424957e-16,-9.3148369844e-16,-4.1843063785e-04,1.0943224494e-03,-6.0491846514e-04,4.5134538834e-03,-3.4970105041e-04,1.6356473492e+00
-1.1100000000e+02,4.3813274631e-16,-1.0940004142e-15,-4.1443063779e-04,3.9439513640e-03,-7.7161439442e-04,6.9478238607e-03,-3.1106729063e-04,1.8804291152e+00
-1.0900000000e+02,4.2813579817e-16,-1.2853541889e-15,-4.1043063773e-04,7.8761576814e-03,-3.3689721549e-07,8.8866861373e-03,-2.7640690046e-04,1.9830947802e+00
-1.0700000000e+02,3.9406306047e-16,-1.5111484932e-15,-4.0643063764e-04,1.2940896357e-02,1.0279850774e-03,9.7738820694e-03,-2.5035291465e-04,1.9934022787e+00
-1.0500000000e+02,3.2894446778e-16,-1.7810388368e-15,-4.0243063753e-04,1.8871842803e-02,1.9482667330e-03,9.6869383647e-03,-2.3334124822e-04,1.9678846864e+00
-1.0300000000e+02,2.1897151854e-16,-2.1028956168e-15,-3.9843063738e-04,2.5144168661e-02,3.0157072143e-03,8.9164058015e-03,-2.2247790477e-04,1.9278802219e+00
-1.0100000000e+02,4.1754760063e-17,-2.4879983859e-15,-3.9443063719e-04,3.0987039611e-02,4.2029572405e-03,7.7784206278e-03,-2.1556063641e-04,1.8885616206e+00
-9.9000000000e+01,-2.3130015480e-16,-2.9473581445e-15,-3.9043063695e-04,3.5552742208e-02,5.3752270925e-03,6.4879432469e-03,-2.1109304938e-04,1.8545255179e+00
-9.7000000000e+01,-6.2176773742e-16,-3.5035257457e-15,-3.8643063665e-04,3.8031127229e-02,6.5037935145e-03,5.1473401554e-03,-2.0813013257e-04,1.8217559537e+00
-9.5000000000e+01,-1.1795288097e-15,-4.1741677845e-15,-3.8243063625e-04,3.8056062364e-02,7.4575447204e-03,3.8121543917e-03,-2.0599512567e-04,1.7923685444e+00
-9.3000000000e+01,-1.9909775022e-15,-4.9948102686e-15,-3.7843063574e-04,3.5534964457e-02,8.3415618322e-03,2.4237118773e-03,-2.0429733990e-04,1.7637114614e+00
-9.1000000000e+01,-3.1051155336e-15,-5.9882617743e-15,-3.7443063510e-04,3.0998049424e-02,9.0726065484e-03,1.1120930073e-03,-2.0306330217e-04,1.7362966386e+00
-8.9000000000e+01,-4.6721156072e-15,-7.2281254110e-15,-3.7043063425e-04,2.5142433244e-02,9.8449140324e-03,-2.3033574288e-04,-2.0220193827e-04,1.7106160770e+00
-8.7000000000e+01,-6.8710091873e-15,-8.7346706055e-15,-3.6643063318e-04,1.8870306372e-02,1.0623887441e-02,-1.5069265513e-03,-2.0155165162e-04,1.6869138195e+00
-8.5000000000e+01,-9.9164103509e-15,-1.0661374257e-14,-3.6243063181e-04,1.2939607904e-02,1.1414960889e-02,-2.7469173793e-03,-2.0102364285e-04,1.6648889554e+00
-8.3000000000e+01,-1.4121195187e-14,-1.3026682130e-14,-3.5843063003e-04,7.8806183608e-03,1.2239191839e-02,-3.7623593251e-03,-2.0054623807e-04,1.6430132103e+00
-8.1000000000e+01,-1.9843229388e-14,-1.6119040500e-14,-3.5443062776e-04,3.9340062171e-03,1.2969351834e-02,-4.6473829316e-03,-2.0014974864e-04,1.6233577820e+00
-7.9000000000e+01,-2.7940698040e-14,-2.0006113549e-14,-3.5043062484e-04,1.1103435429e-03,1.3488436774e-02,-5.5457396768e-03,-1.9983076811e-04,1.6060593675e+00
-7.7000000000e+01,-3.9024399592e-14,-2.4720013239e-14,-3.4643062109e-04,-7.7623330701e-04,1.3846754949e-02,-6.4971644589e-03,-1.9960907125e-04,1.5924145967e+00
-7.5000000000e+01,-5.5234732978e-14,-3.1527398563e-14,-3.4243061563e-04,-1.9256260172e-03,1.4170647476e-02,-7.4429455060e-03,-1.9941676425e-04,1.5804015608e+00
-7.3000000000e+01,-7.8213196351e-14,-3.9948599796e-14,-3.3843056996e-04,-2.5951186661e-03,1.4270463284e-02,-8.3134924539e-03,-1.9922309733e-04,1.5690645116e+00
-7.1000000000e+01,-1.9671630849e-14,-5.0097607057e-14,-3.3077658254e-04,-2.9449487084e-03,1.4319923275e-02,-9.0054822480e-03,-1.9903631446e-04,1.5592641560e+00
-6.9000000000e+01,-2.0786245206e-14,-6.5710533602e-14,-3.1077657668e-04,-3.1229340295e-03,1.4569184000e-02,-9.6600825629e-03,-1.9888617210e-04,1.5508878642e+00
-6.7000000000e+01,-4.6912502564e-14,-8.6772500263e-14,-2.9077655171e-04,-3.2047420587e-03,1.5124611945e-02,-1.0202275417e-02,-1.9876239832e-04,1.5432476429e+00
-6.5000000000e+01,-8.9574975442e-14,-1.1487635699e-13,-2.7077653483e-04,-3.2406736503e-03,1.5686032584e-02,-1.0817677760e-02,-1.9865968811e-04,1.5368389579e+00
-6.3000000000e+01,-1.5335405982e-13,-1.5537036140e-13,-2.5077651308e-04,-3.2553462088e-03,1.6003783802e-02,-1.1422314094e-02,-1.9857338714e-04,1.5311029400e+00
-6.1000000000e+01,-2.5925109384e-13,-2.0856572170e-13,-2.3077648560e-04,-3.2608713830e-03,1.6354427108e-02,-1.2106942572e-02,-1.9847086023e-04,1.5254648052e+00
-5.9000000000e+01,-4.0227079730e-13,-2.8739501462e-13,-2.1077645008e-04,-3.2628936087e-03,1.6700407078e-02,-1.2726283005e-02,-1.9836301140e-04,1.5202024065e+00
-5.7000000000e+01,-6.3581991187e-13,-3.9614205800e-13,-1.9077640416e-04,-3.2635434346e-03,1.6904545993e-02,-1.3217867268e-02,-1.9827400699e-04,1.5158868331e+00
-5.5000000000e+01,-9.9404415941e-13,-5.6404991290e-13,-1.7077634560e-04,-3.2637551151e-03,1.7101325549e-02,-1.3635214354e-02,-1.9820960247e-04,1.5119022098e+00
-5.3000000000e+01,-1.5531271492e-12,-7.8128939425e-13,-1.5077627048e-04,-3.2638161316e-03,1.7264643305e-02,-1.4161298455e-02,-1.9815283873e-04,1.5084626336e+00
-5.1000000000e+01,-2.4158381446e-12,-1.1152699866e-12,-1.3077617571e-04,-3.2638331130e-03,1.7306925600e-02,-1.4807133392e-02,-1.9810824672e-04,1.5055882947e+00
-4.9000000000e+01,-3.6739521675e-12,-1.6052673490e-12,-1.1077618654e-04,-3.2638375512e-03,1.7458016395e-02,-1.5494724192e-02,-1.9806373867e-04,1.5026521091e+00
-4.7000000000e+01,-7.8489460737e-12,-2.2416134314e-12,-9.3999300501e-05,-3.2638385890e-03,1.7968454105e-02,-1.6134512030e-02,-1.9799883004e-04,1.4994255400e+00
-4.5000000000e+01,-1.2655537568e-11,-3.2485611173e-12,-8.9999031700e-05,-3.2638388359e-03,1.8531750534e-02,-1.6595350402e-02,-1.9794683891e-04,1.4966252284e+00
-4.3000000000e+01,-1.9295508737e-11,-4.9518572417e-12,-8.5998814942e-05,-3.2638388864e-03,1.9363284817e-02,-1.6788891694e-02,-1.9787946080e-04,1.4934502954e+00
-4.1000000000e+01,-3.0181791392e-11,-7.3653502542e-12,-8.1998475349e-05,-3.2638388969e-03,2.0244309327e-02,-1.6859136977e-02,-1.9783917337e-04,1.4906024694e+00
-3.9000000000e+01,-4.7942264258e-11,-1.0823646529e-11,-7.7998044928e-05,-3.2638388989e-03,2.1041377900e-02,-1.7131518437e-02,-1.9778394419e-04,1.4874494174e+00
-3.7000000000e+01,-7.7089014643e-11,-1.6760793341e-11,-7.3997487931e-05,-3.2638388992e-03,2.1796506043e-02,-1.7441859381e-02,-1.9772924592e-04,1.4847894473e+00
-3.5000000000e+01,-1.2494166295e-10,-2.6760642095e-11,-6.9996770303e-05,-3.2638388992e-03,2.2737408292e-02,-1.7602684130e-02,-1.9768731579e-04,1.4822681820e+00
-3.3000000000e+01,-2.1049017795e-10,-4.1952984688e-11,-6.5995852144e-05,-3.2638388993e-03,2.3604214881e-02,-1.7660891156e-02,-1.9764600964e-04,1.4801191953e+00
-3.1000000000e+01,-3.6203094731e-10,-6.9220025254e-11,-6.1994688455e-05,-3.2638388993e-03,2.4691227617e-02,-1.7602229466e-02,-1.9762294737e-04,1.4787223757e+00
-2.9000000000e+01,-6.4231608362e-10,-1.1044126402e-10,-5.7993170999e-05,-3.2638388993e-03,2.5958624099e-02,-1.7462692512e-02,-1.9759885363e-04,1.4772486775e+00
-2.7000000000e+01,-1.1790338558e-09,-1.8762265851e-10,-5.3991212540e-05,-3.2638388993e-03,2.7286623746e-02,-1.7477221835e-02,-1.9756233982e-04,1.4756976393e+00
-2.5000000000e+01,-2.2329914843e-09,-3.1047172029e-10,-4.9988767049e-05,-3.2638388993e-03,2.8875784912e-02,-1.7662472731e-02,-1.9753894566e-04,1.4743546218e+00
-2.3000000000e+01,-4.4517243943e-09,-5.5497247090e-10,-4.5985522978e-05,-3.2638388993e-03,3.0972091660e-02,-1.8166011366e-02,-1.9752399177e-04,1.4733621604e+00
-2.1000000000e+01,-9.2729375118e-09,-1.0179798948e-09,-4.1981508624e-05,-3.2638388993e-03,3.3388934144e-02,-1.8984646748e-02,-1.9752414772e-04,1.4730026006e+00
-1.9000000000e+01,-2.0609112504e-08,-1.9408896127e-09,-3.7976181281e-05,-3.2638388993e-03,3.6366008212e-02,-1.9722282276e-02,-1.9751291045e-04,1.4722007163e+00
-1.7000000000e+01,-5.0360914853e-08,-4.0198282359e-09,-3.3969318806e-05,-3.2638388993e-03,4.0058358842e-02,-2.0425328575e-02,-1.9749270469e-04,1.4710129789e+00
-1.5000000000e+01,-1.3332730005e-07,-9.2886745361e-09,-2.9960613802e-05,-3.2638388993e-03,4.4535193490e-02,-2.1238956526e-02,-1.9747269607e-04,1.4696688679e+00
-1.3000000000e+01,-4.2424486623e-07,-2.6013758251e-08,-2.5948996243e-05,-3.2638388993e-03,4.9657305713e-02,-2.1799841022e-02,-1.9746136449e-04,1.4685902522e+00
-1.1000000000e+01,-1.6377457753e-06,-8.4616064895e-08,-2.1933577656e-05,-3.2638388993e-03,5.5680251331e-02,-2.2044955033e-02,-1.9745151928e-04,1.4678447486e+00
-9.0000000000e+00,-9.1560960715e-06,-3.4041855484e-07,-1.7910857514e-05,-3.2638388993e-03,6.3036280008e-02,-2.2569359548e-02,-1.9744125417e-04,1.4670369681e+00
-7.0000000000e+00,-6.3166519434e-07,-1.5817242651e-07,-1.3809347519e-05,-3.2638388993e-03,7.3176203454e-02,-2.3348617195e-02,-1.9743445412e-04,1.4663333565e+00
-5.0000000000e+00,2.9678843543e-03,6.0178000300e-05,-9.2540836587e-06,-3.2638388993e-03,8.7675216630e-02,-2.4164214678e-02,-1.9743037774e-04,1.4657967413e+00
-3.0000000000e+00,1.9022385124e-02,-1.5512802671e-04,-5.4283636892e-06,-3.2638388993e-03,1.1377683863e-01,-2.5786145603e-02,-1.9743038535e-04,1.4653793389e+00
-1.0000000000e+00,8.5773556693e-02,-3.5205050127e-03,-2.9477208861e-06,-3.2638388993e-03,1.9380732113e-01,-2.9947106223e-02,-1.9741949757e-04,1.4645655081e+00
